"go_description","NES","pval","padj"
"GO:0051092",-1.04399140612517,0.369047619047619,0.583396794385071
"positive regulation of dendritic spine development",1.0395849917081,0.369369369369369,0.583499954035668
"fibroblast migration",1.05470173457287,0.36986301369863,0.583907383640221
"amino acid biosynthetic process",-1.04403854047385,0.370283018867925,0.584198113207547
"negative regulation of cell activation",1.03987100176465,0.370550161812298,0.584247454366048
"development of primary female sexual characteristics",-1.05183791168288,0.3729216152019,0.58686584552421
"purine-containing compound transmembrane transport",1.05028433301242,0.372693726937269,0.58686584552421
"innervation",1.04786493010622,0.372727272727273,0.58686584552421
"positive regulation of organ growth",1.04661433988463,0.373263888888889,0.587031525573192
"multicellular organismal-level water homeostasis",1.05147773792085,0.374340949033392,0.588351859616568
"intracellular receptor signaling pathway",1.02900742947377,0.374810318664643,0.588716017331846
"mesodermal cell differentiation",1.0477381921495,0.375451263537906,0.58934903661812
"cerebellar cortex morphogenesis",-1.04986168885733,0.375870069605568,0.589632781768837
"cell surface receptor signaling pathway via STAT",1.03538107352827,0.37649063032368,0.590232462855541
"modification of synaptic structure",1.04102448520183,0.376991150442478,0.590643314134104
"response to auditory stimulus",1.04551639800368,0.377938517179023,0.591753291436436
"antimicrobial humoral response",1.03956870970288,0.379426644182125,0.593333205580254
"regulation of cell-substrate junction organization",1.03867819644213,0.379251700680272,0.593333205580254
"regulation of phospholipid metabolic process",1.04362373034153,0.380073800738007,0.593970223613908
"positive regulation of fibroblast proliferation",1.04198114320903,0.38160136286201,0.595075075075075
"sulfur compound transport",-1.04179683971583,0.381861575178998,0.595075075075075
"L-glutamate transmembrane transport",1.03941143910476,0.381918819188192,0.595075075075075
"positive regulation of post-translational protein modification",-1.03137171612623,0.381074168797954,0.595075075075075
"regulation of long-term synaptic potentiation",1.03107370304608,0.381981981981982,0.595075075075075
"regulation of lysosomal lumen pH",-1.04781714633832,0.382608695652174,0.595647903088528
"response to antibiotic",-1.04432111023544,0.382830626450116,0.595647903088528
"positive regulation of calcium-mediated signaling",1.04066294810512,0.383802816901408,0.596037352642501
"fibroblast proliferation",-1.03293759596432,0.383693045563549,0.596037352642501
"positive regulation of establishment of protein localization",1.02380493388065,0.38366718027735,0.596037352642501
"regulation of hydrolase activity",1.04690014170186,0.385483870967742,0.597456262357969
"acylglycerol homeostasis",1.03596983175749,0.385608856088561,0.597456262357969
"response to glucagon",1.03558469113039,0.385171790235081,0.597456262357969
"negative regulation of intracellular protein transport",-1.03398390997132,0.38568129330254,0.597456262357969
"response to corticosteroid",1.0439390361351,0.386776859504132,0.598778925619835
"T-helper 1 cell differentiation",-1.03308414897468,0.387243735763098,0.599127253894562
"GO:1903050",-1.016679303124,0.388586956521739,0.600830144384736
"myeloid leukocyte migration",1.04022478449172,0.389337641357027,0.601337956950941
"cell-cell recognition",-1.0324448593847,0.389400921658986,0.601337956950941
"collagen metabolic process",1.03762671726853,0.390243902439024,0.6018892567506
"positive regulation of signal transduction by p53 class mediator",-1.03390856823047,0.39018691588785,0.6018892567506
"establishment or maintenance of cell polarity",1.02141934203431,0.391167192429022,0.602937856656309
"motor behavior",1.0403084263091,0.391696750902527,0.603378639294502
"cell surface receptor signaling pathway via JAK-STAT",1.04064295390599,0.392123287671233,0.603660275675354
"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",1.03809394270338,0.393298059964727,0.604244049704844
"positive regulation of translational initiation",-1.03585309570205,0.393478260869565,0.604244049704844
"coronary vasculature development",1.03581774800938,0.39304347826087,0.604244049704844
"developmental pigmentation",1.02446663189698,0.392792792792793,0.604244049704844
"proteinogenic amino acid biosynthetic process",-1.0224113216533,0.393736017897092,0.604265251754087
"substrate adhesion-dependent cell spreading",1.03215532680884,0.395904436860068,0.60684114486534
"regulated exocytosis",1.03018775720377,0.395866454689984,0.60684114486534
"positive regulation of TOR signaling",1.0284030868083,0.396258503401361,0.607008233101528
"macrophage differentiation",1.04090125489562,0.397941680960549,0.609209853979777
"cilium organization",1.02058664275783,0.398496240601504,0.60968201851138
"cortical cytoskeleton organization",-1.02469629175518,0.399038461538462,0.610134734093068
"embryonic placenta development",1.04331015635254,0.399653979238754,0.610698893630101
"regulation of cellular respiration",1.02624343767415,0.4,0.610850801479655
"ensheathment of neurons",1.03353957958042,0.40032414910859,0.610969141923584
"monocyte differentiation",1.03430326487297,0.400702987697715,0.611170751556183
"cellular response to ketone",1.03497125809642,0.402061855670103,0.612222124722125
"cellular response to unfolded protein",1.02395326245721,0.402044293015332,0.612222124722125
"protein-containing complex disassembly",1.02232158000322,0.402208201892744,0.612222124722125
"positive regulation of protein ubiquitination",-1.02181573732149,0.402380952380952,0.612222124722125
"positive regulation of insulin secretion involved in cellular response to glucose stimulus",1.03713630905077,0.403197158081705,0.613087391386362
"positive regulation of extrinsic apoptotic signaling pathway",1.03233277251258,0.403747870528109,0.613486232494016
"intrinsic apoptotic signaling pathway",-1.0155566719293,0.403954802259887,0.613486232494016
"regulation of p38MAPK cascade",1.0285570802314,0.404553415061296,0.614018878129185
"positive regulation of actin filament polymerization",1.02778207191581,0.405451448040886,0.615005043966488
"neural precursor cell proliferation",-1.01622789299144,0.405759162303665,0.615095131594968
"amino acid transport",1.03299112140461,0.406611570247934,0.615685254247779
"positive regulation of protein catabolic process",1.026583081036,0.406645569620253,0.615685254247779
"Fc receptor mediated stimulatory signaling pathway",-1.02365804896874,0.407572383073497,0.616711541156415
"neuron apoptotic process",1.02024593886196,0.408163265306122,0.61722857641225
"polyol metabolic process",1.02695275442354,0.409407665505227,0.618732634201614
"positive regulation of cytokine production involved in immune response",-1.02997562589132,0.411057692307692,0.619713879395103
"zymogen activation",1.02233255990039,0.410434782608696,0.619713879395103
"positive regulation of protein serine/threonine kinase activity",-1.01729782062509,0.410798122065728,0.619713879395103
"regulation of gliogenesis",-1.01308849302584,0.410926365795724,0.619713879395103
"energy homeostasis",1.03364066735785,0.411965811965812,0.620065876152833
"regulation of axonogenesis",1.03108864291105,0.41304347826087,0.620065876152833
"epithelial to mesenchymal transition",1.02419314371125,0.412238325281804,0.620065876152833
"stem cell division",-1.02181183550153,0.412946428571429,0.620065876152833
"metanephros development",1.01851943058974,0.412563667232598,0.620065876152833
"aminoglycan metabolic process",-1.01490097168856,0.412470023980815,0.620065876152833
"vesicle coating",1.01434304192432,0.412612612612613,0.620065876152833
"regulation of extent of cell growth",1.02824535408998,0.414089347079038,0.621259426235479
"tetrapyrrole metabolic process",1.02042406447009,0.414839797639123,0.622008582779726
"stem cell development",1.03295494339501,0.41522491349481,0.6222093833797
"fatty acid transport",1.02453856798501,0.416382252559727,0.623189631172474
"central nervous system neuron axonogenesis",1.01038874901812,0.416216216216216,0.623189631172474
"positive regulation of ubiquitin-dependent protein catabolic process",1.02804385020859,0.416666666666667,0.623238727858293
"regulation of cholesterol efflux",1.02894526012802,0.41740674955595,0.623968930989794
"regulation of immune effector process",1.0142363658996,0.417701863354037,0.624033483430609
"establishment of endothelial barrier",1.02020920922297,0.420240137221269,0.62669164352624
"positive regulation of regulated secretory pathway",-1.01813637273417,0.42018779342723,0.62669164352624
"negative regulation of osteoblast differentiation",1.01423498089735,0.420138888888889,0.62669164352624
"protein polymerization",1.01256484063997,0.421216848673947,0.627770237163277
"lipid homeostasis",1.02194627588478,0.424390243902439,0.631360140628433
"positive regulation of interleukin-1 production",1.01670970017223,0.424190800681431,0.631360140628433
"plasma membrane repair",1.01164855351765,0.424354243542435,0.631360140628433
"osteoblast differentiation",1.01707036460642,0.424679487179487,0.631411218333487
"establishment of epithelial cell polarity",1.0082303239603,0.4249547920434,0.631441523630174
"corpus callosum development",1.01014848661495,0.42619926199262,0.632911014361942
"regulation of membrane lipid distribution",-1.01473433088059,0.427872860635697,0.635015623603727
"positive regulation of TORC1 signaling",1.01021280262072,0.428330522765599,0.635314194545142
"endothelium development",1.02037392886974,0.429752066115702,0.636660207995571
"cellular response to hydrogen peroxide",-1.01113192786518,0.429594272076372,0.636660207995571
"proteoglycan metabolic process",-1.00796832056358,0.430317848410758,0.636926656569363
"lymphocyte activation involved in immune response",-1.00551563764183,0.430446194225722,0.636926656569363
"modified amino acid metabolic process",1.01772046199861,0.432475884244373,0.638015151515152
"regulation of protein secretion",1.01389163667326,0.432692307692308,0.638015151515152
"negative regulation of endocytosis",1.01367192029479,0.432291666666667,0.638015151515152
"positive regulation of sterol transport",1.01175375852657,0.432727272727273,0.638015151515152
"spermatid differentiation",-1.01066258333921,0.431578947368421,0.638015151515152
"macromolecule deacylation",-1.0025705465848,0.431924882629108,0.638015151515152
"dorsal/ventral pattern formation",-1.01870520339531,0.433414043583535,0.638647582365507
"amine transport",1.0110220993741,0.433962264150943,0.639075224911942
"Notch signaling pathway",1.01171198461039,0.435275080906149,0.640627674037154
"macrophage activation",1.01991190911419,0.437177280550775,0.642282398531595
"negative regulation of alpha-beta T cell activation",1.01533244541248,0.436944937833037,0.642282398531595
"L-alpha-amino acid transmembrane transport",-1.00696892714613,0.436754176610979,0.642282398531595
"regulation of cilium assembly",1.00602608906073,0.438030560271647,0.643005979570218
"regulation of protein maturation",0.999958616455052,0.438448566610455,0.643005979570218
"T-helper 17 type immune response",0.999509582430166,0.438448566610455,0.643005979570218
"chondroitin sulfate proteoglycan biosynthetic process",-1.00236836493038,0.438752783964365,0.643071388094516
"regulation of autophagy of mitochondrion",1.00723569438634,0.440273037542662,0.644917985803178
"protein localization to extracellular region",1.00528587392693,0.440809968847352,0.645322868105727
