"go_description","NES","pval","padj"
"extracellular matrix assembly",2.24561354326449,1.01690539650132e-06,1.31191388913217e-05
"substrate adhesion-dependent cell spreading",2.07114485935927,1.06252168566135e-06,1.36366125149386e-05
"mitochondrial RNA metabolic process",-2.19606046462039,1.07974563250939e-06,1.3786236761473e-05
"regulation of ossification",2.03884510774171,1.11180024983488e-06,1.41227139427744e-05
"sex differentiation",1.87378394143925,1.13390964219461e-06,1.43300723658982e-05
"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",1.99781310724341,1.1430143216656e-06,1.43718095165771e-05
"cardiac ventricle morphogenesis",2.14795822299393,1.16321241822274e-06,1.45519048481704e-05
"collagen fibril organization",2.17098072733646,1.19859583362373e-06,1.49192054265628e-05
"RNA splicing, via transesterification reactions",-1.79828984853202,1.2055188091588e-06,1.49303504514317e-05
"semi-lunar valve development",2.24870024596833,1.22424531493214e-06,1.50868440054075e-05
"establishment of RNA localization",-1.97611670974738,1.2333705848377e-06,1.51240541516979e-05
"NADH dehydrogenase complex assembly",-2.30708980965956,1.25520302905155e-06,1.53159502608901e-05
"nuclear transport",-1.79544501242055,1.26635512103524e-06,1.53762825235504e-05
"mRNA 3'-end processing",-2.27111943904968,1.28670681059194e-06,1.55471842431036e-05
"negative regulation of cell cycle process",-1.75624803727604,1.33871614234716e-06,1.60320654245609e-05
"regulation of protein catabolic process",-1.72622099907469,1.33978100237549e-06,1.60320654245609e-05
"striated muscle cell differentiation",1.77979824885857,1.3769308280695e-06,1.63973926015777e-05
"mRNA catabolic process",-1.79192329106583,1.55957560431449e-06,1.84835826406076e-05
"ventricular cardiac muscle tissue development",2.1564538049541,1.70908049263385e-06,2.0159011334543e-05
"regulation of vasculature development",1.81456176685817,1.79269111569623e-06,2.10450042349742e-05
"response to oxidative stress",-1.69460177876614,1.87459537503217e-06,2.19027016224278e-05
"embryonic heart tube development",2.07314569744706,1.91412093129011e-06,2.22595189990873e-05
"dicarboxylic acid metabolic process",-2.12662186266005,1.99251666712484e-06,2.30043848895103e-05
"cell-matrix adhesion",1.8491898820209,1.99674717450331e-06,2.30043848895103e-05
"nuclear export",-1.95203115689424,2.06542878941569e-06,2.36854958860309e-05
"telomere maintenance via telomere lengthening",-2.14444219675782,2.13665047180933e-06,2.43893235883489e-05
"cytoplasmic translational initiation",-2.22842077389209,2.19790459077657e-06,2.497343885942e-05
"embryonic camera-type eye development",2.26185231364829,2.33931905369788e-06,2.64588734977609e-05
"lung alveolus development",2.21810376868567,2.48629067535962e-06,2.7993372740299e-05
"ribosome assembly",-2.12985213561776,2.61848608959142e-06,2.93483712394477e-05
"regulation of animal organ morphogenesis",2.11603033853425,2.71097900401755e-06,3.02481756439256e-05
"methylation",-1.86324238549897,2.75468731919911e-06,3.05980291015972e-05
"nerve development",2.10895337311167,2.79896209542583e-06,3.08134627127546e-05
"positive regulation of ERK1 and ERK2 cascade",1.91554096813777,2.79830776676842e-06,3.08134627127546e-05
"cochlea development",2.20315971698456,2.83523373204118e-06,3.10746635144514e-05
"camera-type eye morphogenesis",1.97124785321521,2.95276870887282e-06,3.2078982859114e-05
"appendage development",1.89683907381215,2.94158991003733e-06,3.2078982859114e-05
"animal organ formation",2.14495489998704,2.98062687990276e-06,3.22402304869832e-05
"protein transmembrane transport",-2.14222081361674,3.42849162731328e-06,3.69233641776304e-05
"positive regulation of epithelial to mesenchymal transition",2.14932973956781,3.83058733970152e-06,4.10751724694401e-05
"muscle organ morphogenesis",2.05850575372854,3.90344143416321e-06,4.16759673811305e-05
"metallo-sulfur cluster assembly",-2.30823376115462,4.03897375069511e-06,4.29379312466601e-05
"regulation of smoothened signaling pathway",2.06039419013769,4.2454652512419e-06,4.49402454159239e-05
"digestive tract morphogenesis",2.22519732022949,4.29089152957174e-06,4.52278226329753e-05
"metaphase chromosome alignment",-1.96096661468067,4.32720246713702e-06,4.54172903012644e-05
"negative chemotaxis",2.22249701179985,4.53608273472776e-06,4.74087634342644e-05
"meiotic cell cycle",-1.76451619583186,4.62069502165288e-06,4.80901746581268e-05
"cardiac muscle tissue morphogenesis",2.12266323131171,4.65862994573606e-06,4.82821187263106e-05
"regulation of Wnt signaling pathway",1.6830340437292,4.76489673087582e-06,4.91777050099142e-05
"regulation of proteolysis",-1.68268729005845,4.91848918784543e-06,5.0552272690013e-05
"protein insertion into membrane",-2.09553662593206,5.0478650193237e-06,5.1667610135805e-05
"RNA export from nucleus",-2.09214040826646,5.11024315228385e-06,5.20803878913913e-05
"biomineral tissue development",1.93066023157892,5.13024410395619e-06,5.20803878913913e-05
"cardiocyte differentiation",1.89792545803019,5.15542115040538e-06,5.21223599573638e-05
"vasculogenesis",2.0822759700421,5.21816461268212e-06,5.25422509984293e-05
"L-amino acid metabolic process",-1.93472653070017,5.31982937621025e-06,5.31339409873902e-05
"negative regulation of Wnt signaling pathway",1.86425111576026,5.30423743103564e-06,5.31339409873902e-05
"cytochrome complex assembly",-2.17348970011241,5.98899493178983e-06,5.95772708676442e-05
"RNA 3'-end processing",-2.0296937172016,6.43982471514202e-06,6.38057832776271e-05
"pharyngeal system development",2.18969822441786,6.53676469387936e-06,6.42522466140443e-05
"aortic valve morphogenesis",2.12225898528777,6.53016293759892e-06,6.42522466140443e-05
"developmental growth involved in morphogenesis",1.75537848750711,6.99270858544274e-06,6.84622101428524e-05
"cranial nerve development",2.20196101321374,7.10365000214981e-06,6.9274571083957e-05
"nucleobase-containing compound transport",-1.82806839086782,7.29895698516594e-06,7.09000645186511e-05
"glomerulus development",2.06186722650497,8.03840927924308e-06,7.77778897839262e-05
"regulation of osteoblast differentiation",1.92034811074218,8.2159645042866e-06,7.91865528292525e-05
"calcium-mediated signaling",1.83320876365823,8.53721720337966e-06,8.19639031502769e-05
"female sex differentiation",1.95460366130402,8.93187483328407e-06,8.54218299692843e-05
"mitotic sister chromatid separation",-2.0544146426557,9.49198979533025e-06,9.04294566270501e-05
"mammary gland duct morphogenesis",2.18108769745336,1.05874861548638e-05,0.000100479705768574
"central nervous system neuron differentiation",1.80127155149966,1.0919635193951e-05,0.000103236398379452
"positive regulation of chromosome organization",-1.94591901638,1.10558675436269e-05,0.000104126935002144
"nucleoside monophosphate metabolic process",-2.05590282661632,1.22430691929302e-05,0.000114871524207909
"rRNA transcription",-2.13566321219844,1.25922061562223e-05,0.000117701489241368
"semaphorin-plexin signaling pathway",2.11130422210334,1.27817447887953e-05,0.000119023991886639
"DNA-templated transcription elongation",-1.84663405851609,1.29322403207055e-05,0.000119974379304822
"regulation of blood circulation",1.7272548488497,1.29923821993225e-05,0.000120082577267619
"muscle contraction",1.62776842089315,1.33669006769891e-05,0.000123084806605584
"cardiac muscle cell differentiation",1.87522443619423,1.35046936145798e-05,0.000123435889606325
"muscle cell development",1.77909147052425,1.35005332078504e-05,0.000123435889606325
"negative regulation of ossification",2.18808625479114,1.39178799505705e-05,0.000126744811167511
"neural crest cell differentiation",1.95909267929367,1.41731725305982e-05,0.000128596880433303
"mRNA transport",-1.88309666437843,1.46004615162996e-05,0.000131990303561584
"positive regulation of animal organ morphogenesis",2.13605608530556,1.53151046195987e-05,0.00013794732415544
"regulation of morphogenesis of an epithelium",2.1058330042907,1.55372547517453e-05,0.000138937834007484
"DNA-templated DNA replication maintenance of fidelity",-2.03379181984215,1.55101988721404e-05,0.000138937834007484
"transcription elongation by RNA polymerase II",-1.87472586128844,1.579742477718e-05,0.000140756191270054
"SMAD protein signal transduction",1.97179410755241,1.76033926357162e-05,0.000156285317414584
"dorsal/ventral pattern formation",2.05387332942776,1.77397899013277e-05,0.000156933784234245
"spindle organization",-1.78764867046775,1.7914147596945e-05,0.000157912254795846
"embryonic skeletal system morphogenesis",2.00644818446734,1.80483302505077e-05,0.000158530900817402
"myofibril assembly",2.04892496318387,1.92576189897801e-05,0.000168555202253305
"regulation of telomere maintenance",-1.92444996624305,1.96701864706675e-05,0.000171560041858604
"mitotic cell cycle checkpoint signaling",-1.83285091293335,1.99849094541982e-05,0.000173693406028242
"regulation of morphogenesis of a branching structure",2.09027067171778,2.10008654969792e-05,0.000181885118307754
"mitochondrial RNA processing",-2.19340296503895,2.12920030416974e-05,0.000183764082000991
"RNA-templated DNA biosynthetic process",-2.07098228219696,2.19913341722621e-05,0.000189140745641296
"respiratory chain complex IV assembly",-2.17312919650102,2.34629714019908e-05,0.000201099585338171
"positive regulation of vasculature development",1.7922501647676,2.3649555667613e-05,0.000201999825478198
"outflow tract septum morphogenesis",2.12309459193766,2.38399164355271e-05,0.000202926024092099
"chromosome separation",-1.94201685023312,2.65184759983344e-05,0.000224952962492721
"cellular component assembly involved in morphogenesis",1.86380241741798,2.69444756127655e-05,0.000227011789431361
"ear morphogenesis",1.86116401273158,2.69444756127655e-05,0.000227011789431361
"cardiac atrium development",2.14447600457009,2.780325723865e-05,0.000233453112475037
"negative regulation of response to wounding",1.99808988136313,2.79786660919098e-05,0.000234132283478583
"regulation of cell-substrate adhesion",1.71923482161355,3.11985617874758e-05,0.0002601981062208
"calcium ion import",1.96659638052353,3.29780794029777e-05,0.000272289008937253
"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",1.76049435171269,3.27813937818694e-05,0.000272289008937253
"glycoprotein biosynthetic process",1.65242277760555,3.28790360981817e-05,0.000272289008937253
"renal system vasculature development",2.07778754431428,3.35307567256843e-05,0.000275396748285291
"regulation of SMAD protein signal transduction",1.99303123374388,3.35768340662729e-05,0.000275396748285291
"positive regulation of BMP signaling pathway",2.08855831832676,3.44133075982289e-05,0.000281325950233706
"odontogenesis",1.91097833357449,3.60971639883712e-05,0.000294120642102617
"platelet-derived growth factor receptor signaling pathway",1.98778776894968,3.73665994444621e-05,0.000303465792865353
"endothelium development",1.81620383723423,3.87922327566003e-05,0.000314014250124506
"regulation of cell cycle checkpoint",-2.01386248540765,3.9439594012936e-05,0.000317181410292346
"regulation of developmental growth",1.64054228473821,3.93432018569392e-05,0.000317181410292346
"response to fluid shear stress",2.01329917183455,4.01135933928361e-05,0.000321557834414417
"proteoglycan biosynthetic process",1.96247327151895,4.07073895195241e-05,0.000325265173676972
"regulation of signaling receptor activity",-2.04087663692401,4.15525384257106e-05,0.000330950603474229
"DNA replication initiation",-2.08883309188133,4.28810489876291e-05,0.000340437045969094
"Notch signaling pathway",1.78682745867296,4.30773602015664e-05,0.000340902943192588
"inorganic ion import across plasma membrane",1.91346967284378,4.52081431465702e-05,0.000356626020936479
"ventricular cardiac muscle tissue morphogenesis",1.9926464065941,4.67055085326092e-05,0.000367268395667533
"non-canonical Wnt signaling pathway",1.95396214796161,4.84615863918057e-05,0.00037987135915349
"negative regulation of cell development",1.70511349816837,4.90161724828904e-05,0.000381802073082137
"calcium ion transmembrane transport",1.67692531516261,4.88762603629729e-05,0.000381802073082137
"rRNA methylation",-2.16201582424165,4.926116672166e-05,0.000382507554763485
"epithelial cell proliferation",1.59209350786141,5.00955172167879e-05,0.000387770612956199
"regulation of cellular response to transforming growth factor beta stimulus",1.79628442217479,5.12510921286161e-05,0.000395479611222997
"ventricular septum morphogenesis",2.05766382056953,5.16514912858709e-05,0.000397331502841933
"wound healing",1.5830212242891,5.26124717358576e-05,0.000403470874581174
"negative regulation of canonical Wnt signaling pathway",1.79465130460939,5.343195384882e-05,0.000408490585442985
"negative regulation of locomotion",1.63734274189175,5.36445756248585e-05,0.000408854196377768
