"go_description","NES","pval","padj"
"somitogenesis",1.70994245410214,0.0026251566462424,0.0104374205661997
"response to prostaglandin",1.75852310457534,0.00263526251179501,0.0104510939237533
"regulation of lipid metabolic process",1.44223385184205,0.00263703419553726,0.0104510939237533
"pyrimidine nucleotide biosynthetic process",-1.80106387712242,0.00264570581764156,0.0104687113583037
"phospholipase C-activating G protein-coupled receptor signaling pathway",1.61710403030067,0.00268139746380615,0.0105930167748769
"cyclic nucleotide metabolic process",1.75628264749054,0.0027532103124359,0.0108593979998467
"establishment of protein localization to membrane",-1.47327114750934,0.00275824233524386,0.0108619495459444
"adherens junction organization",1.67904833410371,0.00276369648950545,0.0108661527055635
"fibroblast growth factor receptor signaling pathway",1.63790633661531,0.00300983977800309,0.0118151713630961
"meiotic cell cycle process",-1.51358071373142,0.00311319183890755,0.0122015445964779
"bone remodeling",1.6165508953613,0.00314356271825497,0.0123011135120341
"cell surface receptor signaling pathway via STAT",1.58177401029618,0.00320118403080955,0.0125068341392985
"negative regulation of mitotic cell cycle",-1.48374221727208,0.0032389297127174,0.0126145108465424
"carbohydrate homeostasis",1.47040460152361,0.00323548802486447,0.0126145108465424
"collagen catabolic process",1.73753915345233,0.003245955110706,0.0126218257507475
"mammary gland development",1.59309937999102,0.00325099912352721,0.0126218257507475
"negative regulation of chemotaxis",1.71085853799031,0.00326413447352125,0.0126529907526012
"regulation of hemopoiesis",1.3916115297368,0.00329044323547787,0.0127350435848105
"myeloid cell differentiation",1.38747528683636,0.00342319187371403,0.0132239752364131
"regulation of actin filament-based process",1.38712696178208,0.00342744937496053,0.0132239752364131
"forebrain cell migration",1.68463988795853,0.00344956124600882,0.013247384816068
"renal system process",1.54656828779923,0.00344873892487723,0.013247384816068
"lymphocyte differentiation",1.38749017232086,0.00344508862343928,0.013247384816068
"regulation of carbohydrate biosynthetic process",1.62245512860767,0.00346027655650299,0.0132474575432116
"regulation of intrinsic apoptotic signaling pathway",-1.53701158626047,0.00345629867031743,0.0132474575432116
"kinetochore organization",-1.80401946495718,0.00359679861626529,0.013748873722977
"regulation of cell cycle G1/S phase transition",-1.51814504006699,0.00361449642000135,0.0137952351808064
"regulation of transcription by RNA polymerase I",-1.72017071302228,0.00365634195206442,0.0139120722200669
"response to mechanical stimulus",1.48225963991673,0.00365634195206442,0.0139120722200669
"spinal cord development",1.5992483774482,0.0036711456823203,0.0139469752378948
"multicellular organismal-level chemical homeostasis",1.62729983544229,0.00367815682661585,0.0139522120360298
"regulation of mRNA catabolic process",-1.4964940829245,0.00369162448957145,0.0139818866371078
"heparan sulfate proteoglycan biosynthetic process",1.76101797780263,0.00372255608870202,0.014077513636206
"innervation",1.7210636951829,0.00378320873373179,0.0142850732217281
"response to axon injury",1.64865087951419,0.0038316801740435,0.0144460757855491
"syncytium formation",1.57765535315329,0.0038673624246928,0.0145584448722858
"pyrimidine-containing compound metabolic process",-1.66861681481412,0.00390162971068932,0.0146618697212457
"regulation of autophagy of mitochondrion",-1.64563418305896,0.00390955985237771,0.0146618697212457
"synaptic transmission, glutamatergic",1.57685317460192,0.00391259422113176,0.0146618697212457
"focal adhesion assembly",1.59142607873799,0.0039335448821469,0.0147181127992113
"porphyrin-containing compound metabolic process",-1.71519212250212,0.00395424005285398,0.0147732316906777
"myoblast fusion",1.61811313432086,0.00399488239179479,0.0149025959103549
"fat cell differentiation",1.45088712692744,0.00402012852319247,0.0149742230856357
"heart growth",1.64163791979479,0.00403539844039311,0.0150085314367173
"inner ear receptor cell development",1.66737626345128,0.00406066689709058,0.015079867922179
"sodium ion homeostasis",1.66607358762436,0.00407498349922455,0.0151103804305078
"axis specification",1.6054611980919,0.00409442118948797,0.0151371362483011
"regulation of neuron differentiation",1.51916710099361,0.00409442118948797,0.0151371362483011
"negative regulation of lipid metabolic process",1.60356407110488,0.00415476422074805,0.0153373337925379
"bone growth",1.78620501359804,0.00419034887384398,0.0154447857738112
"chondroitin sulfate proteoglycan metabolic process",1.65740843639126,0.00419634268299352,0.0154447857738112
"regulation of tube size",1.5357640813152,0.00423259029394321,0.0155550833206192
"endothelial cell proliferation",1.50360986787105,0.00427810407761387,0.0156990574818512
"locomotory behavior",1.46351682081869,0.00430099815812427,0.0157597225409376
"renal absorption",1.71142061394046,0.00432046326541937,0.0157843473575867
"postsynaptic density assembly",1.70992259935825,0.00432046326541937,0.0157843473575867
"protein modification by small protein removal",-1.54266616704667,0.00440090903416109,0.0160074180288062
"regulation of cell cycle G2/M phase transition",-1.5403988073021,0.00440090903416109,0.0160074180288062
"intracellular receptor signaling pathway",1.37691107559797,0.00439187913915163,0.0160074180288062
"endodermal cell differentiation",1.68027284106073,0.00442526261900019,0.0160723981044919
"cardiac muscle contraction",1.51456296937501,0.00445124263437593,0.0161430863914336
"retinoic acid receptor signaling pathway",1.7433288488953,0.00445997056111,0.0161510922220314
"negative regulation of neuron differentiation",1.6995089645984,0.00450079440187103,0.0162751353772767
"neuron projection regeneration",1.65734813446867,0.00451834135860347,0.0163147690164152
"postsynaptic specialization organization",1.67665530604696,0.00454958241105772,0.0164036617644687
"negative regulation of intracellular protein transport",-1.73950537432156,0.00458164451811021,0.0164952521386032
"positive regulation of striated muscle cell differentiation",1.7731519268441,0.00462656510371972,0.0166328037183073
"rhythmic process",1.43417862503073,0.00463410065229163,0.0166357497329368
"thymic T cell selection",-1.76648058584003,0.00467812733077435,0.0167210986988861
"cholesterol efflux",1.69245060085952,0.0046690435883845,0.0167210986988861
"tube closure",1.57368232928494,0.00467320386484593,0.0167210986988861
"substrate-dependent cell migration",1.689659495909,0.00474981376426963,0.0169528655534523
"regulation of nervous system process",1.56933115692358,0.0047804323022227,0.0170375982915189
"developmental maturation",1.39484280075085,0.00481903598764004,0.0171505059502649
"protein localization to chromosome, centromeric region",-1.7546990679088,0.00493099241331062,0.0174986650541123
"programmed necrotic cell death",-1.64670797863911,0.00492737181970905,0.0174986650541123
"adult behavior",1.45512231939735,0.00498923248118437,0.0176800126693758
"positive regulation of glial cell differentiation",1.76757703114719,0.00514541787481861,0.0181964565348396
"amino acid catabolic process",-1.61721397887776,0.0051496633148658,0.0181964565348396
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",-1.61192758903855,0.00516197576464696,0.018213980012864
"morphogenesis of an epithelial sheet",1.61543176553419,0.0051939627983497,0.0183007764601881
"regulation of striated muscle contraction",1.56307625474614,0.00523954137252871,0.0184351476985137
"glycosaminoglycan biosynthetic process",1.63491250550537,0.00533844934270202,0.0187565092508835
"epithelial cell development",1.44488791579921,0.00537198168458346,0.0188475901313219
"response to laminar fluid shear stress",1.72127210674333,0.005394414780311,0.018899526747992
"mRNA modification",-1.74595069632744,0.00543672348376691,0.0190208532052128
"transcription preinitiation complex assembly",-1.60455774743822,0.00551492305368995,0.0192672276501975
"regulation of calcium-mediated signaling",1.57994188120203,0.00552440067863175,0.0192731556070012
"modulation of excitatory postsynaptic potential",1.63642859983619,0.00557277480814208,0.0194145755270998
"positive regulation of chromosome segregation",-1.69181564549349,0.0056382085632279,0.0196149474875218
"regulation of hormone metabolic process",1.7135266531626,0.00564926387413619,0.0196258437815363
"folic acid-containing compound metabolic process",-1.73991358494264,0.00585816677890053,0.0201991722233455
"positive regulation of excitatory postsynaptic potential",1.70357596740075,0.00586061913243945,0.0201991722233455
"regulation of vasoconstriction",1.65560812818686,0.00585816677890053,0.0201991722233455
"positive regulation of gliogenesis",1.62962680819732,0.00582417354807519,0.0201991722233455
"regulation of actomyosin structure organization",1.53452614711981,0.00583223598341996,0.0201991722233455
"hormone metabolic process",1.47882378165292,0.00586322358844789,0.0201991722233455
"lymphocyte migration",1.58353331362117,0.00591571262152234,0.0203516946715428
"positive regulation of type II interferon production",-1.60928442722446,0.0059282398679207,0.0203665050663517
"regulation of response to wounding",1.50736414722221,0.00600338477649009,0.0205960998495373
"T cell homeostasis",-1.67200402384392,0.00602979164347894,0.0206373089281241
"interleukin-2 production",-1.61287536982881,0.00603205961403384,0.0206373089281241
"cell cycle G2/M phase transition",-1.5118342165026,0.00609792626903324,0.0208338805081315
"postsynapse assembly",1.5488821802435,0.00613258192332968,0.0209234234491565
"negative regulation of G protein-coupled receptor signaling pathway",1.59083293563599,0.00617130892348016,0.0210265917516649
"pteridine-containing compound metabolic process",-1.7369316577905,0.00620817505967483,0.0211231450862837
"regulation of steroid biosynthetic process",1.59977475756499,0.00625711348576728,0.0212604528178951
"response to arsenic-containing substance",-1.73398419763749,0.00627961059974549,0.0212961657305365
"NAD+ metabolic process",-1.62582810576145,0.00628481919621403,0.0212961657305365
"substantia nigra development",-1.68525521068453,0.00633080597319237,0.0214218022489191
"regulation of kidney development",1.66099166850481,0.0063478412800592,0.0214218022489191
"positive regulation of blood vessel endothelial cell migration",1.58176941347189,0.00633923314099645,0.0214218022489191
"positive regulation of cell-matrix adhesion",1.58827260105263,0.00658371221679802,0.0221875580421887
"transcription initiation at RNA polymerase III promoter",-1.74546118277101,0.0066167659674357,0.0222384386721007
"viral release from host cell",-1.74536827161438,0.0066167659674357,0.0222384386721007
"anterior/posterior axis specification",1.66348544099056,0.00668804309013702,0.0224475375803109
"vesicle targeting",-1.59082020108021,0.0068020354145239,0.0227992445490876
"regulation of endothelial cell differentiation",1.64514307136645,0.00687074284295344,0.0229984189486428
"epithelial tube branching involved in lung morphogenesis",1.70591271052448,0.00688051891509629,0.0230000612047146
"negative regulation of fat cell differentiation",1.59682221728465,0.0069436472117638,0.0231615941971232
"negative regulation of neuron apoptotic process",1.40051831570772,0.00694754319275839,0.0231615941971232
"positive regulation of endothelial cell proliferation",1.53905545235614,0.00714863137192905,0.0237999461132638
"protein localization to nucleus",-1.35799301903185,0.00716496951343297,0.0238223214560718
"GO:0051208",1.49903449608435,0.00717734073486852,0.0238314651478141
"positive regulation of endocytosis",1.46359535677677,0.0072208397696253,0.0239438020205648
"negative regulation of syncytium formation by plasma membrane fusion",1.63995110511664,0.0073195581401782,0.024238697210189
"sarcomere organization",1.6376176160596,0.00740417637241415,0.0244861747322695
"positive regulation of Notch signaling pathway",1.60586691487155,0.00751470424122681,0.0248185632073584
"endochondral bone morphogenesis",1.59089707939861,0.00752574268524363,0.0248219236103175
"protein localization to cilium",1.52858555509781,0.00754437726770845,0.0248502958671726
"salivary gland development",1.72295009181138,0.00756674311911386,0.0248908668074967
"negative regulation of myeloid cell differentiation",1.5528707171904,0.00761804987912188,0.0250264052395025
"neural tube formation",1.48058376726249,0.00775243006682218,0.025434131490753
"regulation of dendritic spine development",1.6401546734868,0.00779016465236382,0.0255241241321497
"glycosaminoglycan metabolic process",1.62835890673285,0.00780517460352444,0.025539521126724
"cell chemotaxis",1.41776773294014,0.00782382832520091,0.0255667846458083
"positive regulation of neuron projection development",1.47152233027857,0.00784258523394245,0.0255943130757252
"intrinsic apoptotic signaling pathway in response to oxidative stress",-1.57995685321555,0.00788127517982324,0.0256867350268713
"neutral amino acid transport",-1.64662966800817,0.00794436171226807,0.0258398512037103
"regulation of endocytosis",1.38634503230638,0.0079491185374353,0.0258398512037103
"hippocampus development",1.52346199390237,0.00798556403057419,0.0259243015776308
"negative regulation of RNA splicing",-1.6425433691175,0.00804104765602793,0.0260702552931691
"myeloid leukocyte activation",1.45977307949069,0.00810105772523126,0.0262304836410429
"ensheathment of neurons",1.40818150513105,0.00814475346793409,0.026337538302967
"regulation of keratinocyte proliferation",1.62496140452231,0.00818360731157411,0.0264286770674955
"positive regulation of G1/S transition of mitotic cell cycle",-1.57562409294653,0.00828401967122532,0.0267181207364911
"chondroitin sulfate proteoglycan biosynthetic process",1.6828201652501,0.00830099512137128,0.0267380558070698
"vasoconstriction",1.54734211934389,0.00836472063520441,0.0269083285888329
"positive regulation of calcium-mediated signaling",1.59340662631977,0.00841717654086048,0.0270419536857476
"regulation of collagen metabolic process",1.62040153935881,0.0084461804833041,0.0270999858253164
"deoxyribonucleotide metabolic process",-1.63795127006507,0.00846529843843333,0.0271097854240237
"response to chemokine",1.61793191751227,0.00847112390722421,0.0271097854240237
"negative regulation of muscle cell differentiation",1.54464133700389,0.00868772797150531,0.0277477868203583
"steroid metabolic process",1.38650621338548,0.00869288759491241,0.0277477868203583
"neuron recognition",1.60302164128263,0.00872153236049949,0.0278033920938961
"Arp2/3 complex-mediated actin nucleation",-1.63146842584001,0.00881258974900021,0.0280311488888684
"L-amino acid catabolic process",-1.56562898990871,0.00881560960211082,0.0280311488888684
"positive regulation of epithelial cell proliferation",1.41700564736561,0.0088518133376431,0.0281101815863358
"learning",1.43071071593573,0.00886589170312722,0.0281188396269477
"ferroptosis",-1.69215666831486,0.00888765181131747,0.0281518075916028
"myotube differentiation",1.42127886015299,0.00891226169641499,0.0281937065415325
"positive regulation of mRNA metabolic process",-1.47104435392773,0.00895617573269064,0.0282964888901463
"positive regulation of monoatomic ion transport",1.39733473507074,0.00899262407680547,0.0283754520232448
"response to retinoic acid",1.51389943908514,0.00903803958325955,0.0284824733431729
"hydrogen peroxide metabolic process",-1.68704793070533,0.00905377135254114,0.0284957962391924
"regulation of nucleotide metabolic process",-1.58480528862959,0.00909303779573375,0.0285830642386199
"receptor clustering",1.56181704867296,0.00923786347632033,0.029001505489031
"retina morphogenesis in camera-type eye",1.63098499884306,0.00944191358143168,0.0296045822040586
"regulation of epithelial cell differentiation",1.46801035357613,0.00955448379708131,0.0299196667071687
"negative regulation of developmental growth",1.51102548574904,0.00964881898624439,0.0301769250365244
"adenylate cyclase-activating G protein-coupled receptor signaling pathway",1.4401388057796,0.00974628180428726,0.0304433039460524
"photoreceptor cell differentiation",1.61922569621768,0.00979447189999285,0.030520757146786
"negative regulation of cell activation",1.43330380101197,0.00980571035187438,0.030520757146786
"response to toxic substance",-1.40644898455568,0.00980804307179721,0.030520757146786
"regulation of DNA-templated transcription initiation",-1.50161007268003,0.00984605874261813,0.030600611675615
"positive regulation of cell cycle process",-1.3854687758285,0.00987753726035591,0.0306599746790747
"negative regulation of smoothened signaling pathway",1.69093555115101,0.00997042049699871,0.0308982783776099
"necroptotic process",-1.68628356662841,0.00997925825679771,0.0308982783776099
"positive regulation of osteoblast differentiation",1.55546277143996,0.0100103821021971,0.0309559506456208
"response to interleukin-1",1.49516623617215,0.010040480700091,0.0310103125861911
"regulation of oligodendrocyte differentiation",1.60613030706441,0.0100912740787805,0.031128375956587
"regulation of postsynaptic membrane potential",1.46352808807739,0.0101408509205408,0.0312423976743528
"glial cell development",1.47839705319615,0.0101734840509091,0.031303999992673
"oligodendrocyte differentiation",1.46958568757184,0.0102781495246839,0.0315868193208957
"response to oxygen levels",1.35150277141809,0.0103306413128955,0.0317087961983174
"meiotic chromosome segregation",-1.53729149033951,0.0104847218742111,0.032141901092105
"positive chemotaxis",1.58182487891441,0.0105488505871953,0.0322985202774819
"neuroblast proliferation",1.58086816809583,0.0105694136487688,0.0323215279111115
"cerebral cortex radially oriented cell migration",1.66430149976844,0.0105859671868159,0.032332232702519
"endocrine pancreas development",1.5907360929047,0.0106107812168658,0.0323681096972617
"regulation of mRNA processing",-1.44008456093918,0.0106734545189383,0.0325192458098526
"positive regulation of DNA replication",-1.60535127532644,0.0107812594625726,0.0328073460550274
"nutrient storage",1.51928460041541,0.0108877694815631,0.033090803688137
"central nervous system neuron axonogenesis",1.56308171145508,0.0109879780345914,0.0333544382251017
"multicellular organismal-level water homeostasis",1.59534051321229,0.0111262525201087,0.0337328365878939
"protein localization to cell surface",1.55325540204054,0.0111482640981688,0.0337396137758731
"endocrine process",1.50513654195968,0.0111557301907307,0.0337396137758731
"detoxification",-1.50436310952992,0.0112440924100633,0.0339393930408321
"neuron migration",1.4448033218642,0.0112491892153909,0.0339393930408321
"regulation of hydrolase activity",1.35960287637343,0.0113112881814381,0.0340852321477157
"regulation of transferase activity",-1.40260141968825,0.0114115817702818,0.0343456719866196
"regulation of dendrite morphogenesis",1.59645383186722,0.0114687028109049,0.0344757000759846
"glutamate receptor signaling pathway",1.57409049611354,0.0115680786559609,0.0347322797949276
"cellular response to fluid shear stress",1.58209979635316,0.0115906725595859,0.0347543382574788
"regulation of cell-matrix adhesion",1.47087405599035,0.011603487177608,0.0347543382574788
"intrinsic apoptotic signaling pathway",-1.33839706147977,0.0116289452325728,0.0347885233587958
"mitotic sister chromatid cohesion",-1.63611218364722,0.0117804506627217,0.035156838905496
"postsynaptic specialization assembly",1.57576897028635,0.0117804506627217,0.035156838905496
"nucleobase metabolic process",-1.66117380861971,0.0120864039725213,0.0359832002883838
"cell fate commitment involved in formation of primary germ layer",1.55166101675274,0.0120864039725213,0.0359832002883838
"neuron apoptotic process",1.35667548312644,0.0126732848182122,0.0376851458519948
"endocrine hormone secretion",1.56630416318165,0.012708416957369,0.0377443031215863
"phagocytosis, engulfment",1.56522848287495,0.0129501220748217,0.0383873221402988
"forebrain neuron development",1.54480222050644,0.0129559149411747,0.0383873221402988
"inner ear receptor cell stereocilium organization",1.62655497253753,0.0129755144710469,0.0383994615827755
"post-embryonic development",1.47836748323921,0.0131835179301336,0.0389684652899055
"chemical synaptic transmission, postsynaptic",1.51167818324508,0.0132350247604678,0.0390740838279842
"regulation of sterol transport",1.50989918063684,0.0133103618702141,0.0392497218482385
"vascular endothelial growth factor receptor signaling pathway",1.54577015362051,0.0133571147486714,0.0393407529517944
"lymph vessel development",1.59227971458468,0.0136515243577733,0.0401601256938294
"cerebral cortex cell migration",1.59814698636356,0.0136785299400907,0.0401918370837541
"regulation of release of cytochrome c from mitochondria",-1.5940832303165,0.0137693398657387,0.0404107284922213
"establishment of protein localization to endoplasmic reticulum",-1.57484730866268,0.0139708753294986,0.0409536783327433
"positive regulation of proteasomal protein catabolic process",-1.47382092048411,0.0142875549047351,0.0418324745851405
"meiosis I cell cycle process",-1.49013236567856,0.0145175356677892,0.042455650353145
"presynapse organization",1.54435170231598,0.0145357466458858,0.0424587788229472
"regulation of calcium ion import",1.51964537766016,0.014868841952481,0.0433805907141288
"negative regulation of nucleocytoplasmic transport",-1.636607447107,0.015034109768042,0.0437596826033372
"regulation of chondrocyte differentiation",1.53857673667968,0.015034109768042,0.0437596826033372
"diencephalon development",1.50971430733036,0.0150634160248997,0.0437935228799022
"negative regulation of epithelial cell differentiation",1.55223135980766,0.0151223726433925,0.0439133845693824
"multicellular organismal movement",1.5505451835815,0.0153963058463904,0.0446564983390034
"steroid hormone receptor signaling pathway",1.40509411504272,0.0154386791834453,0.0447270272951977
"negative regulation of blood vessel endothelial cell migration",1.62145445207647,0.0154851638950053,0.0447499077346614
"negative regulation of intracellular transport",-1.57544167020916,0.0155007754688492,0.0447499077346614
"skeletal muscle organ development",1.4209009184493,0.0155007754688492,0.0447499077346614
"central nervous system projection neuron axonogenesis",1.58255578090715,0.0155644525372819,0.0448814306575638
"regulation of syncytium formation by plasma membrane fusion",1.50533105856552,0.0156074998328778,0.0449532291698121
"action potential",1.37754893934044,0.0157023954258415,0.0451740226130189
"aorta morphogenesis",1.63609725027262,0.0157650796391183,0.0452492494392769
"regulation of polysaccharide biosynthetic process",1.6331048354905,0.0157650796391183,0.0452492494392769
"protein insertion into ER membrane",-1.57309085960593,0.0159578545666966,0.0457495437056799
"regulation of lipid biosynthetic process",1.35574907738118,0.0159773387634798,0.0457524486903346
"establishment of organelle localization",-1.30956406745017,0.0161518523744952,0.0461987740549937
"regulation of polysaccharide metabolic process",1.52668932092648,0.0163416105883406,0.0466876233302418
"negative regulation of vasculature development",1.44381064055421,0.0165404942871845,0.047201387499258
"sulfur compound metabolic process",-1.38714515602658,0.0165761036563768,0.0472485716419395
"polysaccharide biosynthetic process",1.47690491489318,0.0166588408681405,0.0474298262418207
"regulation of calcium ion transport",1.38249428452373,0.0167442786110512,0.0476183445689712
"tetrapyrrole metabolic process",-1.50663084482203,0.0167787318592221,0.0476616041459784
"fibroblast migration",1.53467004857183,0.0168943108510683,0.0478801006614373
"organic hydroxy compound transport",1.3475263196768,0.0168809150912089,0.0478801006614373
"regulation of G protein-coupled receptor signaling pathway",1.40736943338836,0.0169258287005323,0.0479146030756783
"motile cilium assembly",1.46548254522611,0.0173576881116873,0.0490810427541661
"oligosaccharide metabolic process",1.51100052649862,0.0174145940580578,0.0491297830088943
"trabecula morphogenesis",1.50512804502063,0.0174145940580578,0.0491297830088943
"regeneration",1.31906831919621,0.0175997275873483,0.0495955918473968
"sensory perception of mechanical stimulus",1.36776871068988,0.0177055375728434,0.0498370642817422
"enteroendocrine cell differentiation",1.53510585831379,0.0177597980872911,0.0499330531920771
"cell redox homeostasis",-1.5463005513291,0.0179574456277416,0.0504315111336915
"eye photoreceptor cell differentiation",1.52635334979743,0.0180189137500303,0.0505468282659401
"maintenance of location",1.34606246596024,0.0181046378050181,0.0507298505011651
"embryonic axis specification",1.55158789544147,0.0181885760161937,0.0509074607820472
"protein localization to membrane",1.29167300613319,0.0182171471505639,0.0509298797877504
"regulation of Notch signaling pathway",1.4856831238179,0.0183432541975309,0.0512246230521803
"replacement ossification",1.59663140671831,0.018449477721344,0.0514632390943346
"transforming growth factor beta production",1.54270352640839,0.0185285395934655,0.0516256384398359
"positive regulation of type I interferon production",-1.49324618207501,0.0185684078651056,0.05167859132794
"isoprenoid metabolic process",-1.50304147744606,0.018680140069872,0.0519312087015409
"negative regulation of fatty acid metabolic process",1.55813401891247,0.0187172528179321,0.0519760484641455
"osteoclast differentiation",1.45158560808931,0.0188304620083631,0.0522318638238695
"multicellular organism growth",1.35745251372329,0.0189066986966561,0.0523846674179163
"import across plasma membrane",1.33290804653332,0.0189888759808808,0.0525535707314433
"positive regulation of nervous system process",1.48852161710786,0.0190222182406275,0.0525870921674491
"neuron cellular homeostasis",1.52646400950635,0.0190857465734446,0.0527038954987985
"positive regulation of morphogenesis of an epithelium",1.55445183363258,0.019364951722128,0.0532966504619012
"regulation of Rho protein signal transduction",1.46648399923862,0.0193529470254728,0.0532966504619012
"regulation of cell-substrate junction organization",1.46321722672714,0.0193413670013284,0.0532966504619012
"pyrimidine ribonucleotide metabolic process",-1.60516197663842,0.0194806189974032,0.053555486411285
"negative regulation of epithelial to mesenchymal transition",1.54809218407144,0.0195720791325569,0.0537472727398487
"positive regulation of calcium ion transport",1.45785549975933,0.0195949866236111,0.0537505889996507
"synapse maturation",1.47675753784294,0.0197312414578117,0.0540644746581855
"cell junction disassembly",1.51958855389637,0.0198883955629821,0.0543747856617071
"nucleoside diphosphate metabolic process",-1.37675178325217,0.0198883955629821,0.0543747856617071
"dopaminergic neuron differentiation",1.54481794943847,0.0200504191520899,0.0547573188971628
"regulation of release of sequestered calcium ion into cytosol",1.46853938842476,0.0204134183099129,0.055687265587725
"biological process involved in intraspecies interaction between organisms",1.50166010771621,0.0204628125181146,0.0557606013282398
"intraciliary transport",1.52892754964882,0.0205503235441119,0.05593752903161
"positive regulation of DNA-templated transcription initiation",-1.44324877917229,0.020651765907162,0.0561116738743494
"anatomical structure maturation",1.33565226763921,0.0206822600917566,0.0561116738743494
"myeloid leukocyte differentiation",1.33471242367572,0.0206822600917566,0.0561116738743494
"response to heat",-1.46773179234733,0.0208307373156689,0.0564526655699256
"positive regulation of smooth muscle cell migration",1.51876807626008,0.0209082890568199,0.0566009092827791
"central nervous system neuron development",1.45872003506617,0.0209492193255779,0.056649799420804
"positive regulation of cell-substrate junction organization",1.54187632232875,0.0210779271228676,0.0569356875499924
"response to tumor necrosis factor",1.32755783090927,0.0212517517107307,0.0573426895288453
"pyrimidine nucleotide metabolic process",-1.5351938635022,0.0213393878002595,0.0575165000884034
"phagocytosis",1.363620550751,0.0214650727230835,0.0577923751468238
"hematopoietic or lymphoid organ development",1.42411812415684,0.0215446940381818,0.0579437645304846
"positive regulation of synaptic transmission",1.37598848401163,0.0216880162549669,0.0582659612402961
"female meiotic nuclear division",-1.53717768306834,0.0219139833439303,0.0588092489089008
"epithelial cell differentiation involved in kidney development",1.53613598916255,0.0219431693873783,0.0588238426109697
"potassium ion import across plasma membrane",1.5082785721519,0.0221428834323907,0.0592950510940884
"oligodendrocyte development",1.53126868117694,0.0222731356878754,0.0595794353119517
"T cell migration",1.48311460339215,0.0224272024507184,0.0599268397739261
"cell surface receptor signaling pathway via JAK-STAT",1.41975558564603,0.0229018129048718,0.0611290846609564
"reactive oxygen species metabolic process",-1.3451995358519,0.0229781236977473,0.0612667517753713
"negative regulation of translational initiation",-1.54638360216226,0.0232175105800632,0.0617720447978696
"regulation of intrinsic apoptotic signaling pathway by p53 class mediator",-1.54160614873068,0.0232175105800632,0.0617720447978696
"neuromuscular junction development",1.44541163963966,0.0232735607170087,0.0618547316481015
"platelet activation",1.41260717507877,0.0233450398446175,0.0619782033173821
"regulation of receptor signaling pathway via STAT",1.45513130781209,0.0234386071385839,0.0621599891673151
"regulation of tissue remodeling",1.50604788295128,0.0235081192935281,0.0622776593476676
"organic acid catabolic process",-1.34157583754744,0.0236049560549414,0.0624673890471044
"extracellular matrix disassembly",1.51412930824653,0.0237326053070878,0.0626712828844951
"associative learning",1.45150850203453,0.0237282958128246,0.0626712828844951
"negative regulation of muscle hypertrophy",1.52726240319922,0.0237758475078403,0.0627186094535893
"regulation of centrosome cycle",-1.47683178414436,0.0238715249626002,0.0629040078003837
"regulation of carbohydrate metabolic process",1.28472887301591,0.0239689858380349,0.0630937066108527
"positive regulation of organ growth",1.51252260908809,0.0245904512381496,0.0646126987551438
"detection of abiotic stimulus",1.43015082666124,0.0245982135349619,0.0646126987551438
"transmission of nerve impulse",1.49564977606073,0.0249128690122332,0.0653698904060399
"response to topologically incorrect protein",-1.35710191511165,0.025572803039412,0.0670305112472207
"regulation of wound healing",1.38041236967554,0.0256386095451049,0.0671319617793075
"negative regulation of cytokine production",1.30739136675527,0.0256857135017707,0.0671842791382113
"export across plasma membrane",1.44135574145183,0.025724121400592,0.0672137644612514
"renal water homeostasis",1.49110694985753,0.0260359901562273,0.0679289543093721
"dendritic spine morphogenesis",1.4849957350998,0.0261020795841097,0.0679289543093721
"cardiac muscle cell contraction",1.42550176237043,0.0260842591002003,0.0679289543093721
"columnar/cuboidal epithelial cell differentiation",1.41622071338995,0.0261075351241511,0.0679289543093721
"response to ketone",1.3520714992013,0.0262511636285929,0.0682309887807183
"photoreceptor cell maintenance",1.48532048424288,0.0262842750973114,0.0682454396394552
"positive regulation of smoothened signaling pathway",1.49552854372132,0.0265627045179469,0.0688961456449786
"response to nutrient",1.35457137952996,0.026650788893489,0.069052305532607
"positive regulation of neural precursor cell proliferation",1.47363671589046,0.0267198802843253,0.069158979586493
"positive regulation of cell cycle G2/M phase transition",-1.52387535526612,0.0268400442478621,0.0693974839268835
"regulation of protein localization to cell surface",1.48760283491554,0.026892671785603,0.0694610511083823
"response to alcohol",1.31536275363172,0.0269618926184007,0.0695673000164359
"negative regulation of cell-substrate adhesion",1.49712503492253,0.0270227486547173,0.0695818366065092
"postsynaptic membrane organization",1.4727169688764,0.0270518000210207,0.0695818366065092
"Rho protein signal transduction",1.37393561429843,0.0270518000210207,0.0695818366065092
"neural nucleus development",-1.44719318478524,0.0271146144492726,0.0696710580817928
"vascular endothelial growth factor production",1.49010037603843,0.0272478534104511,0.0699408631064118
"vesicle coating",-1.52483619829759,0.027478659846152,0.0703096157140849
"response to estrogen",1.44181015547466,0.0275050535433784,0.0703096157140849
"tight junction organization",1.42168628660778,0.0274986874764247,0.0703096157140849
"regulation of mitotic nuclear division",-1.37752442596424,0.0274921701842926,0.0703096157140849
"regulation of protein ubiquitination",-1.33859553178989,0.0275583579107105,0.0703732500462164
"negative regulation of intracellular steroid hormone receptor signaling pathway",1.46747748800992,0.0277156396458639,0.0707019973252368
"protein localization to cell junction",1.37739927660737,0.0277636894952581,0.070751706666414
"T-helper 1 cell differentiation",-1.52943326267382,0.0282706017533333,0.0718955652392264
