"go_description","NES","pval","padj"
"positive regulation of protein localization",1.14975758363491,0.118210862619808,0.251171277724456
"positive regulation of insulin secretion involved in cellular response to glucose stimulus",1.31497779754945,0.11864406779661,0.251517637407711
"GO:0046323",1.2732576935307,0.118867924528302,0.251517637407711
"neutral amino acid transport",-1.26535228142971,0.118852459016393,0.251517637407711
"transcription preinitiation complex assembly",-1.24450178840168,0.118681318681319,0.251517637407711
"leukocyte mediated cytotoxicity",-1.22438972740593,0.119305856832972,0.25222924758044
"vascular endothelial cell response to fluid shear stress",1.32394852056949,0.121100917431193,0.255806363458911
"sensory system development",1.15238411769298,0.121555915721232,0.256549135051103
"epithelial tube morphogenesis",1.15361134184169,0.121753246753247,0.256747288395547
"regulation of glucose metabolic process",1.22221014440591,0.121996303142329,0.257041446858456
"negative regulation of protein localization to nucleus",1.31211018526174,0.122370936902486,0.257393784230483
"regulation of erythrocyte differentiation",1.28596778542492,0.122330097087379,0.257393784230483
"regulation of myeloid leukocyte differentiation",1.21543874391544,0.123022847100176,0.25832716286179
"inorganic ion import across plasma membrane",1.2142012967317,0.123022847100176,0.25832716286179
"regulation of lipid catabolic process",1.2731239158773,0.123574144486692,0.259265449379518
"cell-cell junction assembly",1.20643937624334,0.12457337883959,0.261141153952587
"T cell lineage commitment",1.31971552506304,0.124770642201835,0.261333952696164
"renal tubule development",1.2232546802683,0.125,0.261593591905565
"diencephalon development",-1.22253830633594,0.126050420168067,0.263505930172597
"microtubule polymerization",-1.20685631626651,0.126126126126126,0.263505930172597
"regulation of protein exit from endoplasmic reticulum",1.31006298204371,0.126605504587156,0.264284997800943
"regulation of signaling receptor activity",1.26526672682989,0.126893939393939,0.264442281759662
"forebrain cell migration",1.25967580884391,0.126893939393939,0.264442281759662
"negative regulation of leukocyte migration",1.28270365539756,0.127102803738318,0.264655334629618
"negative regulation of signal transduction by p53 class mediator",-1.28923758418561,0.127615062761506,0.265499233674819
"heart formation",1.27696176369214,0.128971962616822,0.268097496829944
"viral release from host cell",1.32351646711515,0.129151291512915,0.268206893198113
"phosphatidylinositol 3-kinase/protein kinase B signal transduction",1.14724669753688,0.12924071082391,0.268206893198113
"negative regulation of cell growth",1.20150687373766,0.129757785467128,0.269054990417219
"vacuolar acidification",1.32513859737404,0.129943502824859,0.269215170293238
"homeostasis of number of cells",1.14745414471284,0.130081300813008,0.269275887087478
"lymph vessel development",1.30941570404435,0.1309963099631,0.270944034440344
"postsynaptic signal transduction",-1.2646188608366,0.131416837782341,0.271587503227119
"regulation of T cell receptor signaling pathway",1.2962742245917,0.131528046421663,0.271591190697644
"positive regulation of production of molecular mediator of immune response",-1.2011329970213,0.132450331125828,0.273268264218042
"synaptic membrane adhesion",1.31804611427649,0.132841328413284,0.27384732319084
"long-chain fatty acid metabolic process",1.23392908062844,0.132958801498127,0.273862029309836
"negative regulation of catabolic process",1.14303065715434,0.13365539452496,0.275068564851534
"synaptic vesicle recycling",1.21810567929207,0.134191176470588,0.27594241922121
"regulation of AMPA receptor activity",-1.29710679392907,0.134782608695652,0.276929167866398
"positive regulation of small GTPase mediated signal transduction",1.21738892535702,0.134935304990758,0.277013587251498
"myotube cell development",1.30763092746267,0.135593220338983,0.278134192463931
"labyrinthine layer development",1.28702389588636,0.136186770428016,0.279121027417287
"CD8-positive, alpha-beta T cell activation",-1.29315721783681,0.13695652173913,0.280416826280604
"ventricular system development",-1.27899967623438,0.137044967880086,0.280416826280604
"regulation of intrinsic apoptotic signaling pathway in response to DNA damage",-1.26595178240823,0.137860082304527,0.281852326424906
"negative regulation of reactive oxygen species metabolic process",1.30527694046427,0.138376383763838,0.282442585939017
"positive regulation of fatty acid metabolic process",1.30288076568584,0.138376383763838,0.282442585939017
"aorta development",1.24857104775829,0.138576779026217,0.282619199295868
"steroid hormone receptor signaling pathway",1.19314507762643,0.139130434782609,0.283282804865
"appendage morphogenesis",1.19293229933776,0.139130434782609,0.283282804865
"oocyte maturation",-1.31030627588129,0.139484978540773,0.283602805512893
"head morphogenesis",1.26636709679194,0.13953488372093,0.283602805512893
"regulation of immunoglobulin production",-1.2169202107241,0.139630390143737,0.283602805512893
"bile acid biosynthetic process",1.29305894900289,0.139925373134328,0.283969563466397
"regulation of D-glucose transmembrane transport",1.24430483340646,0.14018691588785,0.284267912772586
"intracellular sterol transport",1.27482633115553,0.140684410646388,0.284811343576129
"positive regulation of canonical Wnt signaling pathway",1.19043035108383,0.140597539543058,0.284811343576129
"response to growth hormone",1.29684107348247,0.141242937853107,0.285709023432284
"insulin secretion involved in cellular response to glucose stimulus",1.23727887743757,0.142585551330798,0.28819001498619
"negative regulation of muscle cell differentiation",1.24880345810401,0.143133462282398,0.289062045065023
"pyrimidine ribonucleotide metabolic process",-1.28336145993887,0.143478260869565,0.289287606399887
"developmental induction",-1.28240605862185,0.143478260869565,0.289287606399887
"TOR signaling",1.17141596754713,0.14453781512605,0.291187384044527
"negative regulation of response to wounding",1.20697090263126,0.145251396648045,0.292387645158513
"Notch signaling pathway",1.16828340150959,0.145973154362416,0.293602406100095
"phospholipid metabolic process",1.13621964831637,0.146381578947368,0.294185489026209
"positive regulation of axon extension",1.26072446801782,0.147663551401869,0.296042758141712
"reactive oxygen species biosynthetic process",1.24715770419007,0.147572815533981,0.296042758141712
"regulation of morphogenesis of an epithelium",1.23208062253726,0.147572815533981,0.296042758141712
"negative regulation of extrinsic apoptotic signaling pathway",1.1989257178033,0.147874306839187,0.29622601257051
"positive regulation of cold-induced thermogenesis",1.20034691787172,0.148351648351648,0.296942573555477
"regulation of mitochondrial membrane permeability",1.24162133581,0.149621212121212,0.299242424242424
"alcohol biosynthetic process",1.17880730056717,0.150087260034904,0.299932833660734
"pigmentation",1.18935422319957,0.150537634408602,0.300590835560861
"inner mitochondrial membrane organization",1.26499172759383,0.150870406189555,0.301013141609707
"regulation of release of cytochrome c from mitochondria",1.26212174150853,0.151456310679612,0.301939408117909
"rhythmic behavior",1.28884412388588,0.152416356877323,0.303609468514861
"calcium ion import",1.23034458857408,0.152830188679245,0.304189677868394
"regulation of carbohydrate biosynthetic process",1.1877084691231,0.153419593345656,0.305118133560832
"protein modification by small protein removal",1.17273007416319,0.153577661431065,0.305187954901443
"regulation of miRNA metabolic process",1.19525609306169,0.153846153846154,0.305476923076923
"cell junction maintenance",1.24462314069129,0.153992395437262,0.305522882074569
"erythrocyte homeostasis",1.16762350112176,0.154115586690018,0.305523072016472
"positive regulation of immunoglobulin production",-1.24543143556726,0.154320987654321,0.305678200415043
"intracellular pH reduction",1.2365561228264,0.154440154440154,0.305678200415043
"regulation of polysaccharide biosynthetic process",1.24909923201239,0.155140186915888,0.306574796118817
"interferon-beta production",-1.20502929877167,0.155136268343816,0.306574796118817
"regulation of stem cell proliferation",-1.23623244690107,0.15605749486653,0.308142165679178
"nephron morphogenesis",1.21298745541256,0.157303370786517,0.310355299119344
"GO:0006626",1.20922152159762,0.157598499061914,0.310690607364313
"negative regulation of wound healing",1.23417506458433,0.157996146435453,0.31122732972444
"NADP+ metabolic process",-1.24617510049701,0.15866388308977,0.312294811918168
"regulation of glycoprotein metabolic process",1.27928192779135,0.159851301115242,0.314382669863732
"monosaccharide metabolic process",1.14164155301221,0.16006600660066,0.314555683596863
"peptidyl-tyrosine modification",1.17478010208289,0.16036036036036,0.314884821530391
"vascular endothelial growth factor production",1.27680432893368,0.160516605166052,0.314942461677581
"viral genome replication",-1.18426974733888,0.160714285714286,0.31508124576845
"positive regulation of protein polymerization",1.1838054538665,0.161172161172161,0.315729521727943
"regulation of myeloid cell differentiation",1.15370640335802,0.161888701517707,0.316883089248381
"protein localization to extracellular region",1.12544293849379,0.162295081967213,0.317428206022556
"secondary palate development",1.24836341428067,0.163302752293578,0.319147583616268
"myotube differentiation",1.16509434736753,0.163478260869565,0.319239215954572
"vascular associated smooth muscle cell differentiation",1.26439558616761,0.164179104477612,0.319351518270715
"lens fiber cell differentiation",1.24340556263467,0.163841807909605,0.319351518270715
"epithelial cell apoptotic process",1.23128027813309,0.164092664092664,0.319351518270715
"dendrite morphogenesis",1.16696502317785,0.16382252559727,0.319351518270715
"regulation of proteolysis",1.12826336854909,0.163961038961039,0.319351518270715
"regulation of type I interferon-mediated signaling pathway",-1.21934430570271,0.166324435318275,0.32257971349353
"tight junction organization",1.20397072284508,0.166358595194085,0.32257971349353
"dicarboxylic acid metabolic process",1.17718319052388,0.166358595194085,0.32257971349353
"carbohydrate biosynthetic process",1.15914713844416,0.166101694915254,0.32257971349353
"negative regulation of lymphocyte activation",1.16067215782588,0.16695652173913,0.323486406679564
"phospholipid biosynthetic process",1.1357758088015,0.167224080267559,0.323752080518003
"regulation of response to oxidative stress",1.23750591080218,0.167608286252354,0.323990472335158
"axon extension",1.1672446361949,0.167567567567568,0.323990472335158
"ERBB signaling pathway",1.15847091892623,0.17039586919105,0.329122604927771
"response to zinc ion",1.24330979395586,0.171641791044776,0.331271326106636
"response to hydrogen peroxide",1.18097119208829,0.171903881700555,0.331519374033237
"regulation of non-canonical NF-kappaB signal transduction",1.17670146381746,0.173184357541899,0.333072172550465
"negative regulation of neuron apoptotic process",1.1528058279584,0.17338003502627,0.333072172550465
"regulation of leukocyte migration",1.15269570937,0.17338003502627,0.333072172550465
"myeloid leukocyte activation",1.15025289372308,0.173109243697479,0.333072172550465
"forebrain development",-1.10178140902095,0.173228346456693,0.333072172550465
"regulation of microtubule polymerization or depolymerization",-1.15801424171572,0.17420814479638,0.334404188232494
"positive regulation of excitatory postsynaptic potential",1.23368636895458,0.175141242937853,0.3359355216165
"purine nucleotide transport",1.23608387561245,0.176146788990826,0.337342847434591
"positive regulation of reproductive process",-1.19020182893191,0.176100628930818,0.337342847434591
"zymogen activation",1.22192309345261,0.176470588235294,0.337442218798151
"negative regulation of endocytosis",1.19942215748198,0.176470588235294,0.337442218798151
"superoxide anion generation",1.24216930872395,0.177121771217712,0.338262350936968
"regulation of protein secretion",1.12809996301386,0.17717206132879,0.338262350936968
"negative regulation of lipid metabolic process",1.17441574400638,0.177655677655678,0.338924974589848
"cell-cell recognition",-1.20651434584359,0.178053830227743,0.339163167018618
"endothelial cell apoptotic process",1.20318935059997,0.177949709864603,0.339163167018618
"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage",-1.23328931465252,0.178260869565217,0.339297145905575
"positive regulation of sodium ion transport",1.23353513049089,0.17910447761194,0.340641619488763
"positive regulation of phosphorus metabolic process",1.12137373419571,0.179276315789474,0.340707362779076
"negative regulation of inflammatory response to antigenic stimulus",1.23299873796759,0.179816513761468,0.341211458070308
"tube closure",-1.15490187058919,0.179775280898876,0.341211458070308
"response to dsRNA",1.24063635326061,0.180297397769517,0.341607513795257
"response to molecule of bacterial origin",1.12728742537517,0.180300500834725,0.341607513795257
"lung epithelium development",1.23440315822918,0.180582524271845,0.34188087356424
"regulation of steroid biosynthetic process",1.19442812851268,0.181146025878004,0.342686308101528
"heterophilic cell-cell adhesion",1.23982779244165,0.182156133828996,0.343041754368789
"transposition",-1.21885877824334,0.181628392484342,0.343041754368789
"negative regulation of reproductive process",-1.20702997555711,0.181818181818182,0.343041754368789
"secretory granule organization",1.19679501722101,0.182163187855787,0.343041754368789
"cellular component maintenance",1.18335549457331,0.181818181818182,0.343041754368789
"intracellular glucose homeostasis",1.14272859297677,0.182136602451839,0.343041754368789
"negative regulation of phosphorylation",1.15176592420332,0.183246073298429,0.344819373712435
"regulation of protein targeting",1.18215935243148,0.183864915572233,0.34572175791688
"spleen development",1.22860334509196,0.184466019417476,0.346237009137197
"negative regulation of cold-induced thermogenesis",1.22684372670533,0.184466019417476,0.346237009137197
"positive regulation of vascular associated smooth muscle cell proliferation",1.21166422479277,0.184557438794727,0.346237009137197
"response to iron ion",1.22393871218645,0.185321100917431,0.347407078910169
"negative regulation of synaptic transmission",1.20664524518257,0.185606060606061,0.34767867352773
"positive regulation of glucose metabolic process",1.23559230317254,0.186046511627907,0.348240906380441
"GO:1903050",1.11271613605606,0.186241610738255,0.348343389489336
"neural tube development",-1.12812542857641,0.186440677966102,0.348453134572187
"amino acid transmembrane transport",-1.15884500856753,0.186695278969957,0.348666427692576
"negative regulation of actin filament bundle assembly",1.22230328043057,0.187155963302752,0.348757848757849
"potassium ion homeostasis",1.22218824232899,0.186915887850467,0.348757848757849
"regulation of extrinsic apoptotic signaling pathway",1.14255694152294,0.18716577540107,0.348757848757849
"positive regulation of GTPase activity",1.16764880925215,0.188539741219963,0.351054491903937
"regulation of MAP kinase activity",-1.17357786864979,0.19047619047619,0.354394231455701
"epiboly",1.22682157832566,0.191204588910134,0.355482988520563
"specification of animal organ identity",1.20161781036841,0.192015209125475,0.356456057628594
"apical junction assembly",1.17977002815898,0.192015209125475,0.356456057628594
"skin development",1.11351464094339,0.192176870748299,0.356489531537578
"pyrimidine-containing compound catabolic process",-1.21949110308604,0.192560175054705,0.356667428720729
"skeletal muscle cell differentiation",1.1823206024845,0.192452830188679,0.356667428720729
"positive chemotaxis",1.19882272966515,0.193050193050193,0.357308410999686
"xenobiotic metabolic process",1.16007273293963,0.193308550185874,0.357519986260312
"response to temperature stimulus",1.13933774037538,0.193771626297578,0.357843137254902
"glycerophospholipid metabolic process",1.11131598322809,0.19376026272578,0.357843137254902
"positive regulation of BMP signaling pathway",1.19642726745274,0.193916349809886,0.357844148868503
"dopamine metabolic process",1.20428158132252,0.195167286245353,0.359479490761527
"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",1.17650286717899,0.195075757575758,0.359479490761527
"regulation of Notch signaling pathway",1.14973853248141,0.19538188277087,0.359479490761527
"regulation of neuron projection development",1.09810726497704,0.195275590551181,0.359479490761527
"positive regulation of viral genome replication",-1.19773639564128,0.195652173913043,0.359694407682464
"release of cytochrome c from mitochondria",1.19672430722783,0.195817490494297,0.359694407682464
"cytokine production involved in immune response",1.17324754501704,0.195933456561922,0.359694407682464
"regulation of cilium assembly",1.14680536178228,0.19614711033275,0.359820493603758
"RNA polymerase II preinitiation complex assembly",-1.16860085524575,0.196687370600414,0.360545091455117
"transepithelial transport",1.20856509167422,0.198130841121495,0.362598094351575
"dendritic spine morphogenesis",1.19473891283537,0.198058252427184,0.362598094351575
"regulation of chemotaxis",1.13076814736927,0.198245614035088,0.362598094351575
"negative regulation of osteoblast differentiation",1.20730853782536,0.199226305609284,0.364123483447897
"cellular response to corticosteroid stimulus",1.18952699194582,0.2,0.365268579838116
"positive regulation of Notch signaling pathway",1.22483338527833,0.200381679389313,0.365696564885496
"regulation of filopodium assembly",1.19870659985318,0.201160541586073,0.366848247036469
"icosanoid biosynthetic process",-1.1805873270874,0.202928870292887,0.369801362751061
"inositol phosphate metabolic process",1.18905724804348,0.203422053231939,0.370258829529517
"positive regulation of Wnt signaling pathway",1.12787495121188,0.203478260869565,0.370258829529517
"regulation of dendritic spine morphogenesis",1.19643043811767,0.204280155642023,0.370360369834552
"positive regulation of muscle contraction",1.19446673656409,0.204280155642023,0.370360369834552
"negative regulation of small molecule metabolic process",1.14606506198127,0.204262877442274,0.370360369834552
"cell fate commitment",1.11760490064625,0.203703703703704,0.370360369834552
"regulation of cell junction assembly",1.10901585096915,0.204013377926421,0.370360369834552
"transcription initiation at RNA polymerase II promoter",-1.11411338003023,0.205314009661836,0.37196304524137
"leukocyte adhesion to vascular endothelial cell",1.19316050585904,0.205825242718447,0.37207447372701
"regulation of gluconeogenesis",1.1840563547676,0.205825242718447,0.37207447372701
"positive regulation of inflammatory response",1.14238610902077,0.205623901581722,0.37207447372701
"peripheral nervous system axon ensheathment",1.21273843045438,0.206642066420664,0.372916122288999
"regulation of viral life cycle",-1.13906812076385,0.206741573033708,0.372916122288999
"GO:1903052",1.1381163196073,0.206713780918728,0.372916122288999
"ovulation cycle",1.1693526693464,0.206963249516441,0.37304486949877
"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",1.19725987629387,0.207339449541284,0.373427853042636
"acidic amino acid transport",1.16955454267741,0.207476635514019,0.373427853042636
"lactation",-1.18162688185432,0.208067940552017,0.3742207452537
"T cell receptor signaling pathway",1.13098450818144,0.208406304728546,0.37455789162654
"positive regulation of TOR signaling",1.1595789788876,0.208791208791209,0.374978133299407
"presynapse assembly",1.21268446195249,0.209923664122137,0.376739359617603
"regulation of carbohydrate catabolic process",1.17712100592044,0.210227272727273,0.376806847251775
"rhythmic process",1.10765802288115,0.210264900662252,0.376806847251775
"protein targeting to lysosome",1.20473565230964,0.210820895522388,0.377530636858995
"primary alcohol metabolic process",1.16331887327978,0.211502782931354,0.37847866419295
"regulation of defense response to virus",-1.15665354546202,0.212371134020619,0.379758756944651
"positive regulation of TORC1 signaling",1.16529411610281,0.212765957446809,0.380190861326839
"maintenance of synapse structure",1.17918080546136,0.212927756653992,0.380206253248352
"positive regulation of type II interferon production",-1.15329976050417,0.214432989690722,0.382618749397822
"nuclear receptor-mediated signaling pathway",1.11941779453326,0.215254237288136,0.383808201831288
"regulation of postsynapse assembly",-1.17100941695024,0.215605749486653,0.384158987958272
"negative regulation of microtubule polymerization or depolymerization",1.18008457795609,0.215799614643545,0.384228582170215
"unsaturated fatty acid metabolic process",1.14426542578123,0.216014897579143,0.384336183363035
"negative regulation of calcium ion transport",1.19219062348476,0.217054263565891,0.385908798116435
"leukocyte homeostasis",1.12626251354307,0.2174688057041,0.386092686521871
"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",1.119237404718,0.217391304347826,0.386092686521871
"cerebral cortex cell migration",1.19331212406856,0.217973231357553,0.386711622751569
"motor behavior",1.19897329588852,0.218283582089552,0.386985607675906
"dorsal/ventral pattern formation",-1.13683679304452,0.219088937093275,0.388136146941834
"modified amino acid metabolic process",1.12295604258414,0.219895287958115,0.38928680792585
"regulation of DNA damage response, signal transduction by p53 class mediator",-1.17405694451012,0.221294363256785,0.391371744092194
"body fluid secretion",1.15880387843256,0.221388367729831,0.391371744092194
"hematopoietic stem cell differentiation",-1.19953020332139,0.223175965665236,0.394127019287481
"collagen fibril organization",1.15464224290008,0.223264540337711,0.394127019287481
"regulation of neuronal synaptic plasticity",1.16193002813258,0.223506743737958,0.394274156330924
"bicellular tight junction assembly",1.16541186926282,0.224334600760456,0.394957268474697
"amyloid-beta metabolic process",1.15833773749166,0.224371373307544,0.394957268474697
"cell maturation",-1.10682215663462,0.224056603773585,0.394957268474697
"thymic T cell selection",-1.17348023929672,0.225382932166302,0.396456724051567
"GO:1903051",1.14422321614896,0.22735674676525,0.399645499625602
"regulation of smooth muscle contraction",1.17064478305114,0.228136882129278,0.400733008807408
"response to axon injury",1.15055930512293,0.228519195612431,0.401120681407394
"neutral lipid metabolic process",1.12776656613511,0.229824561403509,0.403126898518381
"positive regulation of leukocyte migration",1.1192031100868,0.231182795698925,0.404936978775392
"positive regulation of proteolysis",1.10637948523185,0.231034482758621,0.404936978775392
"regulation of hematopoietic progenitor cell differentiation",-1.15955889613835,0.231732776617954,0.405505119595407
"sensory perception of mechanical stimulus",1.11098810098779,0.231833910034602,0.405505119595407
"negative regulation of post-translational protein modification",-1.13187232320345,0.232258064516129,0.405960926851431
"substrate-dependent cell migration",1.17179119910036,0.23302752293578,0.406447162281522
"substantia nigra development",1.16816120703184,0.233009708737864,0.406447162281522
"cerebral cortex development",-1.11883645739681,0.232941176470588,0.406447162281522
"negative regulation of smoothened signaling pathway",1.16246196775588,0.233644859813084,0.407237740207918
"regulation of BMP signaling pathway",1.12509190612467,0.233928571428571,0.407446115288221
"osteoblast proliferation",1.19301268845915,0.234317343173432,0.407837058735244
"organelle disassembly",1.14466957485742,0.23463687150838,0.408018660329196
"cytoplasmic microtubule organization",1.14120092999862,0.234750462107209,0.408018660329196
"T cell activation involved in immune response",1.11951284110016,0.234972677595628,0.408119094326347
"response to cadmium ion",-1.17025142462173,0.235546038543897,0.408543163987388
"tumor necrosis factor-mediated signaling pathway",1.11391575419458,0.235398230088496,0.408543163987388
"negative regulation of small GTPase mediated signal transduction",1.135343486483,0.235849056603774,0.408783071571624
"negative regulation of hydrolase activity",1.16836793244865,0.236697247706422,0.409395518332641
"corpus callosum development",1.16637887364466,0.236697247706422,0.409395518332641
"response to topologically incorrect protein",1.1104042931842,0.236577181208054,0.409395518332641
"detection of mechanical stimulus involved in sensory perception",1.17490844938104,0.236940298507463,0.409530515943957
"regulation of p38MAPK cascade",1.15530073954226,0.237383177570093,0.410010470931783
"regulation of protein ubiquitination",-1.09453576459211,0.238329238329238,0.411072390224579
"pallium development",-1.0921205822424,0.238329238329238,0.411072390224579
"negative regulation of viral genome replication",-1.15282827912672,0.240246406570842,0.414091375770021
"T-helper 17 cell differentiation",1.16328987412018,0.240776699029126,0.414142596666869
"regulation of DNA binding",-1.15593121637785,0.240740740740741,0.414142596666869
"negative regulation of cytoplasmic pattern recognition receptor signaling pathway",-1.12768230917413,0.240506329113924,0.414142596666869
"response to vitamin",1.12526725703027,0.241316270566728,0.414783229602921
"positive regulation of B cell activation",-1.1240926603564,0.241758241758242,0.415255332902392
"response to arsenic-containing substance",1.1604717289591,0.242201834862385,0.415442262701065
"endoplasmic reticulum organization",1.11049512483169,0.242105263157895,0.415442262701065
"phosphatidylinositol phosphate biosynthetic process",1.15531781253915,0.242424242424242,0.415536581282438
"regulatory T cell differentiation",-1.1375840157356,0.24435318275154,0.418553898957434
"myeloid cell homeostasis",1.10337321746603,0.245704467353952,0.420578267567247
"positive regulation of signal transduction by p53 class mediator",-1.15022034615542,0.246284501061571,0.421280586929579
"in utero embryonic development",-1.06194651485478,0.246575342465753,0.421487603305785
"positive regulation of molecular function",1.07358457411752,0.24685534591195,0.421675821440784
"metabolic compound salvage",-1.13930612156869,0.248459958932238,0.424124909263972
"regulation of proteasomal ubiquitin-dependent protein catabolic process",1.11180802255619,0.24956369982548,0.425716221970338
"regulation of protein maturation",1.15047778574441,0.25,0.426167582417582
"axonal transport",1.13613498771762,0.250943396226415,0.427363672365997
"nucleoside metabolic process",-1.12753256505058,0.251046025104602,0.427363672365997
"metanephros development",1.12674965116617,0.251396648044693,0.427667224432438
"morphogenesis of an epithelial sheet",1.146824259727,0.252371916508539,0.429032258064516
"G protein-coupled dopamine receptor signaling pathway",1.16208674399407,0.252767527675277,0.429410680143762
"positive regulation of dendritic spine development",1.15510399416005,0.253875968992248,0.430998738056607
"apoptotic process involved in development",1.15465965220456,0.254302103250478,0.431427081522684
"response to interleukin-4",-1.16561239426245,0.254777070063694,0.431642790374122
"regulation of myeloid leukocyte mediated immunity",-1.13870442453289,0.254620123203285,0.431642790374122
"negative regulation of striated muscle cell differentiation",1.13877271354339,0.25607476635514,0.433545409340694
"response to amine",-1.11571957669558,0.256673511293634,0.433967067459674
"embryonic appendage morphogenesis",1.10775017816596,0.256499133448873,0.433967067459674
"positive regulation of viral process",-1.13071119508737,0.257861635220126,0.435679086872942
"plasma lipoprotein particle clearance",1.14601515888569,0.258126195028681,0.435829398681079
"regulation of protein catabolic process",1.07278405599156,0.25974025974026,0.438256508956713
"long-term synaptic depression",1.1541975678895,0.260147601476015,0.438645616075726
"negative regulation of lipid biosynthetic process",1.13584593040468,0.260617760617761,0.438993453251771
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process",1.12577998273866,0.260707635009311,0.438993453251771
"phospholipid dephosphorylation",1.14397443955817,0.261950286806883,0.440786855494701
"organic cation transport",-1.10406226770339,0.262921348314607,0.442121129076459
"signaling receptor ligand precursor processing",1.13330455214052,0.263653483992467,0.44255298511082
"lymphocyte homeostasis",1.11400065075785,0.263450834879406,0.44255298511082
"response to epidermal growth factor",-1.09903888520225,0.263713080168776,0.44255298511082
"negative regulation of ERK1 and ERK2 cascade",1.11067541215891,0.264150943396226,0.442988271290158
"protein sumoylation",-1.12496230224426,0.264830508474576,0.443828036484739
"purine-containing compound transmembrane transport",1.14102311862132,0.26605504587156,0.445278910217944
"neuroinflammatory response",1.12533917674755,0.265895953757225,0.445278910217944
"cellular response to virus",1.13484137252596,0.26937984496124,0.450236212251716
"carbohydrate derivative catabolic process",1.07649620127106,0.269360269360269,0.450236212251716
"acute inflammatory response",1.12389971699415,0.27027027027027,0.451116886893619
"sulfur compound biosynthetic process",1.0942284247155,0.270175438596491,0.451116886893619
"acylglycerol homeostasis",1.13345653803927,0.271559633027523,0.452964387885962
"regulation of neurotransmitter receptor activity",-1.14967326321468,0.271762208067941,0.452997851191826
"negative regulation of plasma membrane bounded cell projection assembly",1.13756676634653,0.275728155339806,0.458992140545539
"body morphogenesis",1.12437713518348,0.275728155339806,0.458992140545539
"phenol-containing compound biosynthetic process",1.12688313927346,0.276717557251908,0.460330413605387
"arachidonate metabolic process",1.11504713068902,0.278719397363465,0.46303985559312
"cell killing",-1.09265517216812,0.278688524590164,0.46303985559312
"negative regulation of viral process",-1.11011802510363,0.279411764705882,0.463879598662207
"cerebral cortex radially oriented cell migration",1.12756765225221,0.280442804428044,0.464516057585825
"T cell differentiation involved in immune response",1.09981910226407,0.280669144981413,0.464516057585825
"embryonic organ morphogenesis",1.07823464518524,0.280327868852459,0.464516057585825
"establishment or maintenance of cell polarity",1.07416343076173,0.280730897009967,0.464516057585825
"osteoblast differentiation",1.07412050579322,0.28034188034188,0.464516057585825
"regulation of behavior",1.11638759196287,0.281553398058252,0.465459629023459
"sensory perception of pain",1.11039333006006,0.281853281853282,0.465459629023459
"negative regulation of kinase activity",1.0978918781472,0.282051282051282,0.465459629023459
"odontogenesis",1.09540055992577,0.281961471103327,0.465459629023459
"protein localization to cell junction",1.08540772229591,0.282722513089005,0.465947727414948
"lymphocyte activation involved in immune response",-1.06779429535604,0.282555282555283,0.465947727414948
"neuron recognition",1.12694806313121,0.283524904214559,0.466846247206067
"L-alpha-amino acid transmembrane transport",-1.10624047166357,0.283643892339545,0.466846247206067
"positive regulation of cell-substrate junction organization",1.12075498782055,0.284369114877589,0.467729717114763
"membrane biogenesis",1.09944210908848,0.284644194756554,0.467872113500508
"mesonephric tubule morphogenesis",1.11627549991404,0.285163776493256,0.468118172490796
"positive regulation of cellular response to transforming growth factor beta stimulus",1.11505003807528,0.285171102661597,0.468118172490796
"regulation of establishment or maintenance of cell polarity",1.12398953866426,0.285977859778598,0.468934902153544
"mesoderm development",-1.07495548600895,0.286046511627907,0.468934902153544
"embryonic placenta development",1.10802614355864,0.287545787545788,0.471081613655871
"folic acid-containing compound metabolic process",-1.1202380615011,0.288840262582057,0.472890192433156
"positive regulation of immune effector process",-1.06890553289713,0.29064039408867,0.475523703446327
"modification of postsynaptic structure",1.11265718106466,0.291902071563089,0.477273347575485
"negative chemotaxis",1.1094545484516,0.292156862745098,0.477375466315558
"phospholipid catabolic process",1.11271536199284,0.293203883495146,0.478771078180889
"positive regulation of epithelial cell proliferation",1.07339426367525,0.294827586206897,0.481105896755764
"regulation of protein localization to mitochondrion",1.11331692219166,0.295366795366795,0.481669110447034
"icosanoid metabolic process",1.0936342281184,0.29608938547486,0.482530436473147
"replacement ossification",1.11013202063182,0.297047970479705,0.483774975545031
"production of molecular mediator of immune response",-1.06825739872045,0.297423887587822,0.48406956655277
"regulation of neuron apoptotic process",1.06778581463925,0.298305084745763,0.485185596552414
"establishment of mitochondrion localization",1.11404328425536,0.298892988929889,0.485823443696127
"L-glutamate import",1.09690274930083,0.299256505576208,0.486095973062925
"regulation of triglyceride metabolic process",-1.10368868356994,0.299568965517241,0.48628526645768
"cellular component disassembly involved in execution phase of apoptosis",-1.11793875136381,0.3,0.486666666666667
"establishment of organelle localization",1.05989602312286,0.301127214170692,0.488176189138902
"peptide metabolic process",1.11608997294261,0.302281368821293,0.489407930472569
"sulfur compound transport",-1.09464487958292,0.302277432712215,0.489407930472569
"Wnt signaling pathway, planar cell polarity pathway",1.10480744667975,0.302912621359223,0.490110251768965
