"go_description","NES","pval","padj"
"establishment of protein localization to vacuole",1.65155769895052,0.00294376912123455,0.0142983071602821
"basement membrane organization",1.74216371691307,0.00301517269243206,0.0146165207472976
"acetyl-CoA metabolic process",1.73207758487723,0.00304153427358139,0.0146932334294133
"negative regulation of ossification",1.72769012365296,0.00304283722107914,0.0146932334294133
"regulation of fatty acid oxidation",1.78589990681231,0.003055464876946,0.0147255608244271
"regulation of lipid metabolic process",1.44848103918893,0.00309190372596754,0.0148722966043632
"mitochondrial respiratory chain complex assembly",1.63623993953368,0.00309813223564409,0.0148734317386241
"constitutive heterochromatin formation",-1.7051388922357,0.00316351594409323,0.0151580049676436
"animal organ regeneration",-1.74267391512176,0.00320869309298153,0.0153448482789598
"positive regulation of cartilage development",1.8442948251464,0.00322443226089518,0.0153754284461426
"mRNA 3'-end processing",-1.73331810033529,0.00322747712346506,0.0153754284461426
"male meiotic nuclear division",-1.82149350329553,0.00332727340157964,0.0157375560632444
"transforming growth factor beta production",1.77838615335383,0.00332251385058021,0.0157375560632444
"positive regulation of blood circulation",1.76061863624557,0.00333262696648309,0.0157375560632444
"late endosome to vacuole transport",1.72192864969231,0.00333519520115494,0.0157375560632444
"mitotic cytokinesis",-1.5786050527638,0.00332537152663358,0.0157375560632444
"negative regulation of immune effector process",1.61231059844961,0.00337726293706635,0.0159058189939254
"cytokinesis",-1.47475057811499,0.00345595375337883,0.0162456007876634
"collagen biosynthetic process",1.71166239853787,0.0034788496242943,0.0162915184292424
"establishment of protein localization to plasma membrane",1.67814231396749,0.00347419249242274,0.0162915184292424
"vasodilation",1.72762354761413,0.00350113937684292,0.0163650243565426
"cell fate commitment involved in formation of primary germ layer",-1.79121506152935,0.00351444028764604,0.0163963172818373
"cellular response to ionizing radiation",-1.66476760693469,0.00355255786126476,0.0165430555565837
"alpha-amino acid biosynthetic process",-1.69643508387532,0.00357915342203645,0.0166356906245215
"response to transforming growth factor beta",1.47965955965866,0.00362176752983329,0.0168022934748528
"positive regulation of cell cycle G1/S phase transition",-1.67877684181965,0.00364063218407966,0.0168583005240405
"regulation of potassium ion transmembrane transport",1.7426695768541,0.00365685066039893,0.0169018684154751
"positive regulation of B cell mediated immunity",-1.79303135048927,0.00370364571497685,0.0170302625388586
"multivesicular body organization",1.70355212438592,0.00370521425100065,0.0170302625388586
"reactive oxygen species metabolic process",1.51726655409196,0.00370138944346095,0.0170302625388586
"negative regulation of DNA repair",-1.74842431631127,0.00377689885012377,0.0173276579408636
"maintenance of cell number",-1.51174745912161,0.00383116336383809,0.0175441835222254
"ketone metabolic process",1.50631599536471,0.00390822162571495,0.0178640995856805
"regulation of cAMP/PKA signal transduction",1.70416117812782,0.00391795137979393,0.0178756531703098
"clathrin-dependent endocytosis",1.73848375604853,0.0039493956470989,0.0179860550387146
"neuron cellular homeostasis",1.69057550629244,0.00407329825563534,0.0184824977522613
"nucleoside phosphate biosynthetic process",1.3953649410466,0.00407059781639444,0.0184824977522613
"positive regulation of cell killing",-1.7310472750487,0.00408387143815252,0.0184966585939682
"smooth muscle cell differentiation",1.64507133526874,0.00412697265638047,0.0186341019345025
"response to radiation",-1.32409543868976,0.00412923290248846,0.0186341019345025
"regulation of actomyosin structure organization",1.63238084492934,0.00421648798453385,0.0189933270011126
"DNA methylation-dependent constitutive heterochromatin formation",-1.79744266997955,0.00427056071638589,0.0192020501776626
"vasoconstriction",1.69658698701922,0.00430792611016306,0.0193350318362111
"negative regulation of monoatomic ion transport",1.61548528822419,0.00431640431464354,0.0193381146370853
"endothelial cell differentiation",1.5981753050837,0.0043705366028656,0.019545354681644
"cognition",1.39796058347738,0.00438159744233296,0.0195595770717093
"response to prostaglandin",1.82521621764165,0.00441203201471196,0.0196341953583468
"regulation of protein localization to membrane",1.52163790528006,0.00441413417000706,0.0196341953583468
"cardiac muscle cell proliferation",1.71086110938245,0.00448903663752654,0.0199316438896974
"endocardial cushion morphogenesis",1.71551799486202,0.0045849189734737,0.0203210158788602
"B cell receptor signaling pathway",1.70307951103439,0.00459383904929758,0.0203242576120438
"response to interleukin-1",1.60546221153469,0.00461663041974801,0.0203525341062426
"response to mechanical stimulus",1.53820829670213,0.00461299355938972,0.0203525341062426
"regulation of cell division",-1.48192213985935,0.00470686307962045,0.0207135357510957
"negative regulation of locomotion",1.42260288587494,0.00474748205695988,0.0208553105581848
"learning or memory",1.46169729020004,0.00480187429301576,0.02105698232379
"embryonic heart tube morphogenesis",1.59527044894873,0.00490857420836459,0.0214869156704778
"cellular response to angiotensin",1.73898428209963,0.00498322932940436,0.021737039008052
"regulation of epithelial cell migration",1.66239949834104,0.00498322932940436,0.021737039008052
"positive regulation of organ growth",1.69743669737296,0.00501528084685627,0.0218384685296443
"memory",1.52501400952963,0.00503693107658996,0.021894330879328
"B cell homeostasis",1.7214040864612,0.00505191645403315,0.0219210780400529
"positive regulation of lipid metabolic process",1.61146610762483,0.00506836905907675,0.0219540872681126
"regulation of striated muscle cell differentiation",1.60682691634605,0.00512318722152441,0.0221528757557902
"positive regulation of calcium ion transmembrane transport",1.66951735300785,0.00530087001533451,0.0228415961424657
"response to organophosphorus",1.58608455250671,0.00529191164209995,0.0228415961424657
"phospholipase C-activating G protein-coupled receptor signaling pathway",1.59280950233551,0.00537696022206227,0.0230892997770909
"vesicle localization",1.45177563081139,0.00536997538704176,0.0230892997770909
"immunoglobulin production involved in immunoglobulin-mediated immune response",-1.65560143376107,0.00541565832079895,0.0232153090711969
"renal absorption",1.7111625110794,0.00545606146844643,0.023348180283938
"steroid biosynthetic process",1.5115098729266,0.00548088709899443,0.0234140478136044
"regulation of cardiac muscle cell proliferation",1.70647810140072,0.00551630730502723,0.0235248706719546
"mesenchyme development",1.42467901795984,0.00559146459646196,0.0238044856405122
"glucan biosynthetic process",1.70114107844055,0.00567736455271379,0.0241185471161294
"embryonic heart tube development",1.63332117616528,0.00569438703064134,0.0241185471161294
"glucose metabolic process",1.47554274141165,0.00569100547553727,0.0241185471161294
"positive regulation of mitotic nuclear division",-1.72423901053796,0.00574246318007197,0.0242807386932515
"positive regulation of epithelial cell migration",1.66853656118776,0.00576266666039738,0.0243247255971196
"negative regulation of telomere maintenance via telomere lengthening",-1.76542706331357,0.00588658091165601,0.024805592228744
"artery morphogenesis",1.5705763408398,0.00599947927187581,0.0251957826612449
"regulation of cellular component size",1.37700367093001,0.00599399553146416,0.0251957826612449
"positive regulation of cell adhesion",1.33874204833418,0.00602871516190282,0.0252757956618966
"detection of mechanical stimulus",1.65655778041671,0.0060521598648462,0.025331299805309
"positive regulation of bone mineralization",1.66895701115008,0.00607709046663314,0.0253928258218576
"negative regulation of blood pressure",1.69276045276983,0.00618352380900809,0.0257941278890052
"cellular response to reactive oxygen species",1.50993171778969,0.00623850031984084,0.0259797949561157
"membrane depolarization during action potential",1.68323815983954,0.00626435304210259,0.0260437592135655
"regulation of systemic arterial blood pressure",1.63464377422566,0.00629961206485364,0.0261465504096434
"pyrimidine-containing compound metabolic process",-1.61166340070188,0.00634370704357329,0.0262856108216175
"positive regulation of MAP kinase activity",-1.75252352074851,0.00635749771105932,0.0262988488647487
"axis specification",-1.56518615243407,0.00638230823678419,0.026357552485355
"regulation of mitochondrial fission",1.7604743150574,0.00643480937779468,0.0264980714839387
"nucleoside monophosphate metabolic process",-1.6101668363293,0.00643768618243959,0.0264980714839387
"segmentation",-1.54182350254622,0.00645573719003816,0.0265283769961502
"bone mineralization",1.54159488824745,0.00648322616008771,0.0265973013708061
"positive regulation of cell-substrate adhesion",1.56542116740316,0.00663367273870275,0.027169596926502
"B cell mediated immunity",-1.53242818466788,0.00664701484405049,0.0271793918334981
"very long-chain fatty acid metabolic process",1.6839301451009,0.00673129131066766,0.0274787253833505
"epithelial cell development",1.44844967980339,0.00677647264003721,0.0276177423523356
"late endosome to vacuole transport via multivesicular body sorting pathway",1.7332448151595,0.00683448198975064,0.0278084988501002
"positive regulation of adaptive immune response",-1.55313683601947,0.00685899253839379,0.0278625523409057
"somite development",-1.55412435356311,0.0069413330070305,0.0281509616396237
"potassium ion transport",1.46261977455442,0.00699864989458246,0.0283371109924204
"nucleoside diphosphate catabolic process",1.55799000548936,0.00711712117490443,0.0287698611663075
"regulation of biomineral tissue development",1.58109226032159,0.00714015426996311,0.0288160372325991
"positive regulation of blood vessel endothelial cell migration",1.61062370553925,0.00716496951343297,0.0288224543473916
"positive regulation of epithelial to mesenchymal transition",1.61030511139769,0.00716496951343297,0.0288224543473916
"DNA-templated transcription elongation",-1.45286811539984,0.0071858918404471,0.0288598439287859
"renal system process",1.58287752099637,0.0072964386374093,0.0292564793183358
"regulation of bone mineralization",1.63783404871965,0.00742596958146199,0.0297278330664333
"positive regulation of nuclear division",-1.63910837857297,0.00744649101242609,0.0297619817920154
"heterotypic cell-cell adhesion",1.62935068603981,0.0075943227862486,0.0303040340120081
"regulation of protein localization to cell periphery",1.52125500922429,0.00761216379075742,0.0303264695484108
"Rho protein signal transduction",1.53804127448256,0.00774243114559022,0.0307960161912739
"negative regulation of endothelial cell proliferation",1.67144495107558,0.007791967536178,0.0309434614796701
"nuclear envelope organization",-1.5863176357404,0.00784873354591314,0.0311191000973745
"JNK cascade",1.48754426231777,0.00796474615689467,0.0315257624998194
"renal system development",1.39253696846488,0.00798340660543817,0.0315257624998194
"amino acid metabolic process",-1.36080433725566,0.00798940556502273,0.0315257624998194
"transcription by RNA polymerase III",-1.56935816629096,0.00803164894634755,0.0316421471187851
"vascular associated smooth muscle cell proliferation",1.66066044959737,0.00816445662013672,0.032106176683001
"vascular endothelial growth factor signaling pathway",1.6145314286101,0.0081753036517553,0.032106176683001
"nucleoside diphosphate metabolic process",1.49947138886936,0.0082219761046045,0.0322384592284808
"response to gamma radiation",-1.62913030958009,0.00823720995590741,0.0322385854493228
"sprouting angiogenesis",1.49585795088853,0.00826097515945581,0.0322385854493228
"vesicle-mediated transport in synapse",1.42585984277697,0.00825175640730164,0.0322385854493228
"carbohydrate catabolic process",1.45333818920593,0.00829951657329655,0.0323103066056163
"lipid localization",1.34168006152397,0.0083053890468909,0.0323103066056163
"establishment of mitotic spindle localization",-1.65400378786333,0.00833515559512178,0.0323375097268169
"positive regulation of calcium ion transport",1.56860598537262,0.00835146806401678,0.0323375097268169
"endothelium development",1.47360600721672,0.00834672922685501,0.0323375097268169
"Golgi to plasma membrane protein transport",1.60439800788926,0.00845261391261214,0.0326781740359865
"cardiac conduction system development",1.65633511781459,0.0084911766375784,0.0327331170023168
"positive regulation of actin filament bundle assembly",1.59333678378378,0.00850639019600899,0.0327331170023168
"neuromuscular process",1.44352975846765,0.00849445512516345,0.0327331170023168
"virion assembly",1.64009371826588,0.00857144862963048,0.0329324078927908
"epithelial cell proliferation",1.37199341926161,0.00864770207626539,0.0331740286758744
"negative regulation of DNA biosynthetic process",-1.71237213896728,0.00876928020688094,0.0334851591899669
"regulation of cellular response to vascular endothelial growth factor stimulus",1.66162851383643,0.00876391426592494,0.0334851591899669
"hepaticobiliary system development",-1.4701910013395,0.00875828879161462,0.0334851591899669
"regulation of G protein-coupled receptor signaling pathway",1.50606994102359,0.0088357674977234,0.0336872118730407
"peroxisome organization",1.6770354433894,0.00901758783761158,0.0343276886701717
"cellular response to nutrient levels",1.39362260070906,0.00922528475285398,0.035064558585886
"cellular response to nutrient",1.60437672979682,0.00936778542353824,0.0355517483504922
"amine metabolic process",1.52106359438823,0.00942591152354537,0.0357177288571597
"positive regulation of cytoskeleton organization",1.43800377113391,0.00947945901628313,0.0358658799975834
"GO:0086019",1.7091315777143,0.00953127672908882,0.0359401674368728
"regulation of cyclin-dependent protein serine/threonine kinase activity",-1.67769148467006,0.00951776567578926,0.0359401674368728
"negative regulation of telomere maintenance",-1.67650945333545,0.00955701470924096,0.0359401674368728
"Golgi to plasma membrane transport",1.59855442929313,0.0095488946158339,0.0359401674368728
"neurotrophin signaling pathway",1.62368189360833,0.00969573723509724,0.0364066865620444
"stress fiber assembly",1.5109784432182,0.00982931602742891,0.0368525111481549
"positive regulation of small molecule metabolic process",1.48920969665811,0.00997937902826353,0.0373587009776019
"tRNA wobble base modification",-1.6957682378955,0.00999617731075969,0.0373652290441349
"positive regulation of protein import into nucleus",-1.64776202910391,0.0100616220028712,0.0375533019716185
"negative regulation of DNA recombination",-1.63839939632726,0.0100817147070728,0.0375548549580443
"face development",1.62494050367833,0.0101074307461618,0.0375548549580443
"cellular response to oxygen levels",1.426047962393,0.0100939624146292,0.0375548549580443
"ovulation cycle process",1.58371015968199,0.0101770110373534,0.037756863071317
"secondary metabolic process",1.61087598450451,0.0103475366446916,0.0382181338573282
"adherens junction organization",1.56479890951462,0.0103278270510827,0.0382181338573282
"receptor internalization",1.4767198246159,0.010333990165303,0.0382181338573282
"positive regulation of striated muscle cell differentiation",1.65035197772578,0.0106135825552934,0.0390844390240922
"regulation of canonical Wnt signaling pathway",1.39835210447016,0.0106031912299923,0.0390844390240922
"response to oxidative stress",1.32304990010471,0.0108246782080525,0.0398027426850166
"regulation of signal transduction by p53 class mediator",-1.50158575002146,0.0108476421333477,0.0398281771819066
"positive regulation of peptidyl-tyrosine phosphorylation",1.66073202986797,0.0111198449307252,0.0405901025535842
"regulation of endothelial cell differentiation",1.64629752446804,0.0110923819635663,0.0405901025535842
"phenol-containing compound metabolic process",1.56303726815513,0.0110862067930954,0.0405901025535842
"regulation of steroid metabolic process",1.51789962684936,0.0111205760420779,0.0405901025535842
"canonical Wnt signaling pathway",1.35859250052336,0.0111466084627409,0.040625377686524
"response to tumor necrosis factor",1.41995361411796,0.0114088816030407,0.0415202993236758
"negative regulation of endothelial cell migration",1.59386181425758,0.0116889520167977,0.0424772751181432
"somitogenesis",-1.5691188219547,0.0117497496210232,0.04257354534216
"amino acid biosynthetic process",-1.56752890042434,0.0117497496210232,0.04257354534216
"positive regulation of phagocytosis",1.59402045187121,0.0117691677281703,0.0425817409640216
"long-term synaptic potentiation",1.49102564746449,0.0118169863932748,0.042692518527086
"vesicle-mediated transport between endosomal compartments",1.61277851714656,0.0119509309363274,0.0430511038954494
"striated muscle cell proliferation",1.53935324763919,0.0119417300111292,0.0430511038954494
"regulation of peptidyl-tyrosine phosphorylation",1.57180552673765,0.0119740468569006,0.0430718613026482
"regulation of membrane depolarization",1.62350784606111,0.01221005490585,0.0438572449729662
"negative regulation of canonical Wnt signaling pathway",1.44817767895227,0.0123803917735443,0.0443949850534016
"cell-cell junction organization",1.43438087403481,0.0124134245072767,0.0443949850534016
"response to steroid hormone",1.38797972855553,0.0124060814866971,0.0443949850534016
"cytoplasmic translational initiation",-1.57551248584915,0.0125412714346892,0.0447876772674799
"positive regulation of cell-matrix adhesion",1.60942362328868,0.0125808220156538,0.0448000003484257
"positive regulation of response to wounding",1.56891483426046,0.0125808220156538,0.0448000003484257
"antigen processing and presentation of exogenous peptide antigen",-1.64248384319913,0.0125996270711422,0.0448026853733164
"regulation of cell fate commitment",-1.64100306590072,0.012951008838949,0.0458550698120846
"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",1.60785211442071,0.0129350497844941,0.0458550698120846
"positive regulation of protein localization to nucleus",-1.49571675920729,0.0129345482165876,0.0458550698120846
"purine-containing compound catabolic process",1.44312074629462,0.0129806460137603,0.0458945347665999
"regulation of neurotransmitter secretion",1.52389905436664,0.0134361549848999,0.0473028888971935
"negative regulation of monoatomic ion transmembrane transport",1.51568187916135,0.0134179865126604,0.0473028888971935
"temperature homeostasis",1.40908267165432,0.0134242588579753,0.0473028888971935
"developmental pigmentation",1.54855191557953,0.0134865441551508,0.047413034834397
"transforming growth factor beta receptor signaling pathway",1.39620060913396,0.0137280533393636,0.0481938166736922
"regulation of leukocyte mediated immunity",-1.39886973006881,0.0137822006482572,0.0483155678092857
"positive regulation of coagulation",1.68750679340428,0.0140222865978081,0.0489155900069121
"positive regulation of muscle cell differentiation",1.52540547196221,0.014015156701764,0.0489155900069121
"cytoskeleton-dependent cytokinesis",-1.38730507923486,0.0140321918150368,0.0489155900069121
"response to xenobiotic stimulus",1.31615321143171,0.0140239182307412,0.0489155900069121
"regulation of cell migration involved in sprouting angiogenesis",1.58119699624982,0.0141223471927909,0.0490919688130349
"cartilage development",1.39785488049212,0.0141105699115385,0.0490919688130349
"positive regulation of translation",-1.38583240082097,0.0142312266832185,0.0494012652136341
"regulation of isotype switching",-1.62211511118192,0.0144404845842717,0.0499878420336991
"fat cell differentiation",1.35870273456752,0.014422512859109,0.0499878420336991
"positive regulation of synaptic transmission",1.46341195850467,0.0145323632482111,0.0502358295014763
"regulation of transcription by RNA polymerase III",-1.62094303798545,0.0146198671933988,0.0504680255549593
"regulation of cytosolic calcium ion concentration",1.57137985521605,0.0146911262752349,0.0506435769654626
"response to fluid shear stress",1.49059504553189,0.0147247518223611,0.0506873393999192
"response to nutrient",1.46309511409831,0.0147446652081957,0.0506873393999192
"endocrine system development",1.48256053055414,0.0149241654802954,0.0512334422158967
"bile acid metabolic process",1.56023610321534,0.0150049173218904,0.0514395093825028
"glutathione metabolic process",1.59045032726927,0.0150828545469915,0.0515221558943826
"regulation of sodium ion transport",1.51954002409144,0.0150635682114065,0.0515221558943826
"membrane depolarization",1.47945261732218,0.0150913002962192,0.0515221558943826
"negative regulation of growth",1.35717597841686,0.0151544824165503,0.0516667930740082
"detection of abiotic stimulus",1.48838011605069,0.015253157706915,0.0519318757593458
"COPII-coated vesicle budding",1.56386275463967,0.0152771854916794,0.05194243067171
"homotypic cell-cell adhesion",1.50623349024983,0.0153198953398121,0.0520163888281993
"positive regulation of myoblast differentiation",1.52543897372696,0.0154722696745067,0.0523927696404978
"biomineral tissue development",1.46656411292206,0.0154729654095426,0.0523927696404978
"negative regulation of translational initiation",-1.61693646604627,0.0154996284063213,0.0524115500061165
"regulation of Rho protein signal transduction",1.47704423317767,0.0155604557559554,0.0525456478724916
"brown fat cell differentiation",1.56465851920296,0.0156651139956953,0.052827191490918
"cellular response to acid chemical",1.4722605777911,0.0158732261293004,0.0534373896044691
"regulation of inflammatory response",1.33223781966788,0.0158891190685327,0.0534373896044691
"regulation of reproductive process",-1.4090930396092,0.0160356422480064,0.0538571908789606
"positive regulation of developmental growth",1.4255203319559,0.0161188525461607,0.0540635027291498
"cellular response to fluid shear stress",1.58146197506653,0.0161655072772965,0.0541468138491903
"positive regulation of stress fiber assembly",1.5623930229277,0.0164143588382539,0.0548955797571912
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",1.53371176285372,0.0164332859627692,0.0548955797571912
"calcium ion transport into cytosol",1.65746126907385,0.0165198993174603,0.0551107393896997
"ventricular septum morphogenesis",1.57678926384242,0.0166629032061551,0.0555131889364792
"receptor recycling",1.57487614297624,0.0168287018768894,0.0559903995421441
"positive regulation of secretion",1.36266899000112,0.0172424354660835,0.0572901269435331
"regulation of cell killing",-1.48590807753051,0.0172743185780623,0.0573193298272066
"organic hydroxy compound transport",1.37966423337324,0.0174235742140166,0.0577373981297586
"regulation of vasculature development",1.36900002630218,0.0175183085949806,0.0579739225769891
"neural tube patterning",-1.60091322981889,0.0177270949643086,0.0585324121479712
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",-1.50299240125904,0.0177342360738414,0.0585324121479712
"negative regulation of macroautophagy",1.55390946553087,0.017858334906593,0.0588637280719306
"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",-1.5726002057574,0.0179574456277416,0.059001393829829
"DNA damage response, signal transduction by p53 class mediator",-1.49203904066202,0.0179714156870873,0.059001393829829
"response to UV",-1.38505332672541,0.017971005629706,0.059001393829829
"vesicle targeting, to, from or within Golgi",1.60513910056217,0.0180764093071575,0.0592676986794781
"regulation of neurotransmitter transport",1.46290322861282,0.0182386851815396,0.0597208662540651
"plasma membrane organization",1.44347282558827,0.0182919750161929,0.0598164453098693
"p38MAPK cascade",1.5350727349116,0.0183963374766852,0.0600785652857009
"pyridine-containing compound catabolic process",1.47971342284985,0.0184814340770104,0.0602771608135873
"vesicle tethering",1.59885937849229,0.0187162657864565,0.0607879628926126
"response to chemokine",1.56503783406877,0.0186804507967884,0.0607879628926126
"positive regulation of biomineral tissue development",1.54391358899318,0.0187165831967822,0.0607879628926126
"regulation of cell cycle G1/S phase transition",-1.3652432785995,0.0187360159600518,0.0607879628926126
"regulation of extracellular matrix organization",1.45695255377498,0.0189687009704742,0.0614625532750876
"endothelial cell proliferation",1.43757611961118,0.0193844696259666,0.0627278404323978
"kidney epithelium development",1.40207767852713,0.0194508547959185,0.0628607052128514
"negative regulation of innate immune response",-1.41780151863683,0.0195300328156527,0.0630345142372561
"positive regulation of protein localization to plasma membrane",1.56893708211053,0.0196550590583607,0.0632734845432572
"regulation of receptor-mediated endocytosis",1.46399437711194,0.0196527667834194,0.0632734845432572
"cellular oxidant detoxification",1.48658151582218,0.0198450672345489,0.0638024052799876
"post-embryonic development",1.48960470579873,0.0200636800486807,0.0644218032093473
"animal organ formation",1.4927631191622,0.0202773590947593,0.0650237794227295
"response to insulin",1.3506769127904,0.0203345231889018,0.0651229503933605
"regulation of small molecule metabolic process",1.32817110593151,0.0205981541720117,0.0658822405347075
"face morphogenesis",1.58339203434033,0.0206358382249739,0.0659178255783592
"embryonic axis specification",-1.56777014703574,0.0206822600917566,0.0659811947914394
"regulation of antigen receptor-mediated signaling pathway",1.46497460418603,0.0209141635960236,0.0666353710466375
"acyl-CoA biosynthetic process",1.5328226699696,0.0209557673421996,0.0666823263376145
"regulation of epithelial cell proliferation",1.33731260897904,0.0212728063974564,0.0676044884487668
"regulation of protein localization to cell surface",1.53393402120645,0.0213922772143436,0.0678972276803078
"positive regulation of nucleotide metabolic process",1.55317859832984,0.0215066829471442,0.0681731635693637
"negative regulation of cellular response to growth factor stimulus",1.46497445135428,0.0216708950503394,0.068606073360896
"regulation of lipid storage",1.55655684661725,0.0221759773951632,0.0701156380825414
"endocrine process",1.50517665368416,0.0222591893178467,0.0702891957848544
"protein localization to endoplasmic reticulum",1.54472505269748,0.0224485650945774,0.0707971265117423
"atrioventricular valve development",1.54897692866818,0.0226599451802138,0.0713730760625514
"response to carbohydrate",1.36352433104044,0.0233336906606181,0.0734020535103347
"cellular response to oxidative stress",1.37181695486872,0.0234655324784268,0.0737233564701965
"establishment of spindle orientation",-1.61489332173946,0.0236220943845682,0.0741214137326146
"alternative mRNA splicing, via spliceosome",-1.45351114301665,0.0238036204086321,0.0745966993108901
"regulation of vasoconstriction",1.53009446291527,0.0238783725343422,0.0747365960028214
"regulation of intracellular transport",1.31571033597631,0.0239419070950619,0.0748410748236064
"regulation of spindle assembly",-1.57809617107899,0.024065933318725,0.0751341465372018
"regulation of mitochondrion organization",1.46211383859784,0.024269135233943,0.0754924045925438
"regulation of reactive oxygen species metabolic process",1.45427720793577,0.0242295740716715,0.0754924045925438
"ribonucleotide catabolic process",1.3710315371902,0.0242719334669017,0.0754924045925438
"positive regulation of peptide secretion",1.43748003613807,0.0243692095164508,0.0757000976468471
"response to laminar fluid shear stress",1.52288183748358,0.0245614492468929,0.0762018962884853
"response to corticosteroid",1.39986176149848,0.0247306307511767,0.0766309931640708
"antigen processing and presentation of exogenous antigen",-1.56451659325699,0.0248439268527355,0.0767903193630006
"telomere maintenance in response to DNA damage",-1.52819166731875,0.0248319850576504,0.0767903193630006
"antigen receptor-mediated signaling pathway",1.41013626161964,0.0249365616752921,0.0768851504075464
"stem cell proliferation",-1.389983395373,0.0249107438614395,0.0768851504075464
"blood vessel remodeling",1.48576820058861,0.0251293440271679,0.0773834142375071
"positive regulation of ossification",1.52129487275315,0.0251778562743246,0.0774367277235113
"regulation of vacuole organization",1.48438465125755,0.0252265561897488,0.0774904857214809
"negative regulation of epithelial cell proliferation",1.43774672229509,0.0252887904245314,0.0775856339106143
"proteinogenic amino acid biosynthetic process",-1.49419559437015,0.025450611055122,0.0779856995540898
"endothelial cell development",1.46492632677461,0.0255603383097225,0.0782253510292618
"Schwann cell differentiation",1.53619614084107,0.0256512869375154,0.0784070125356075
"protein quality control for misfolded or incompletely synthesized proteins",1.59123853184796,0.025925884318179,0.0791488866884627
"lung alveolus development",1.49328382173985,0.0260746437464972,0.0794945662827711
"negative regulation of MAPK cascade",1.38143544310087,0.0261031714425699,0.0794945662827711
"translational initiation",-1.37538073034221,0.0262339473459964,0.0797949231774057
"nephron development",1.40670942206393,0.0263313460181168,0.0798953555219633
"regulation of osteoblast differentiation",1.36210149688404,0.0263313460181168,0.0798953555219633
"DNA-templated transcription initiation",-1.30464710737559,0.0265603172583609,0.0804917062701487
"spindle localization",-1.48475404529005,0.0266923596559642,0.0807932154464672
"mesenchymal cell proliferation",1.53062974356122,0.0269583416370248,0.0813323854771074
"regulation of cell-substrate junction organization",1.40880674146067,0.0269687966348346,0.0813323854771074
"ameboidal-type cell migration",1.32638535220739,0.0269085408685293,0.0813323854771074
"platelet activation",1.40047008182552,0.0271191298034071,0.0816865050631752
"regulation of intracellular estrogen receptor signaling pathway",-1.51589530663441,0.0273994318279415,0.0824307755114554
"regulation of B cell mediated immunity",-1.51892980998645,0.0274716550811735,0.0824747924617051
"mononuclear cell migration",1.34663137442604,0.0275137502652264,0.0824747924617051
"exocytosis",1.30507351770231,0.0275002430484832,0.0824747924617051
"nucleotide biosynthetic process",1.37549480783403,0.0277192009047165,0.0829904181489824
"positive regulation of protein serine/threonine kinase activity",-1.51723536368169,0.027931916091037,0.0835265249854865
"collagen metabolic process",1.45698476173238,0.0280475385486402,0.0837713485893201
"regulation of glycolytic process",1.47637657586653,0.0282125413463598,0.0841628937760398
"polysaccharide biosynthetic process",1.49440759549,0.0283141567155424,0.0843646302136569
"membrane repolarization during action potential",1.58663930127729,0.0285621660681755,0.0848997559056427
"mRNA modification",-1.53618609126307,0.0285385766960616,0.0848997559056427
"adenylate cyclase-modulating G protein-coupled receptor signaling pathway",1.39272071572202,0.0287557797350996,0.0853730206967909
"response to ketone",1.35360729929941,0.028804271775125,0.085414817856464
"apoptotic mitochondrial changes",1.42235726996745,0.0293246336266211,0.0868541058010426
"cellular response to radiation",-1.28857603871521,0.0295690567631045,0.0874736577902567
"multicellular organismal-level chemical homeostasis",1.45356430434398,0.0297065272672263,0.0876713444438236
"regulation of lipid localization",1.35819079670165,0.0297059707176507,0.0876713444438236
"negative regulation of adaptive immune response",1.50244421118741,0.0297835531148558,0.0876901290997296
"regulation of membrane permeability",1.4338057876109,0.029780800848878,0.0876901290997296
"fertilization",-1.34447612128293,0.0299934929845845,0.0882036132556145
"cell fate specification",-1.40523595769442,0.0301161517203205,0.088459513100397
"cell junction disassembly",1.5123211322118,0.030233740785743,0.0886170181036827
"positive regulation of protein localization to membrane",1.45529198862753,0.0302411822456967,0.0886170181036827
"insulin-like growth factor receptor signaling pathway",1.46208799138804,0.0305223147199131,0.0892301356122782
"transcription elongation by RNA polymerase II",-1.3299563955565,0.0305090364268371,0.0892301356122782
"negative regulation of molecular function",1.28558563648972,0.0307304965045407,0.0897330497932589
"intracellular lipid transport",1.48544921210989,0.0308795100064094,0.0899877389704457
"metencephalon development",-1.35812547999814,0.0308902311050845,0.0899877389704457
"cardiac epithelial to mesenchymal transition",1.47005683983747,0.0309914405838533,0.0901767356730644
"protein N-linked glycosylation",-1.36912915039196,0.0313909772227961,0.0912323249027868
"regulation of JNK cascade",1.37806800272807,0.0316565824505637,0.0918966522132155
"positive regulation of steroid metabolic process",1.49611770439782,0.0318505639827065,0.0920292197963649
"microtubule depolymerization",-1.46248694577541,0.0318142499181414,0.0920292197963649
"response to osmotic stress",1.44723761619501,0.0318080692041884,0.0920292197963649
"protein targeting",1.31733550570632,0.031778106681607,0.0920292197963649
"determination of adult lifespan",-1.51475202791545,0.031891319983673,0.0920398327900888
